a0_address,b0_price,c0_unit_price,d0_unitPercent,e0_income,f0_remuneration,g0_multiplier,h0_agreement_term,i0_agreement_remaining,j0_agreement_age,k0_total_unit,l0_rePerUnit,m0_owner_occupy,n0_letting,o0_iPerRent,p0_look_ups,q0_outside_agents,r0_manager_bed,s0_manager_bathroom,t0_manager_car,u0_office,v0_office_hour,w0_agency,x0_agent,y0_complex_fetures,z0_url,z1_title,z2_description,z3_unit_feature,z4_pets,z5_last_update,z6_property_id
"Milton,",1445800,865000,0.6,132946,82171,4.4,"25 years,","19 years,","11 years,",48,1711.9,30,15,3385.0,0,3,2,2, 4,1," No set office hours,
                        ", Management Rights Sales,"David Rotheram,David Rotheram"," Pool, Spa, Gym, BBQ, Common room with kitchen, Foxtel
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Milton-QLD-3872996,"BRISBANE RIVERSIDE LOCATION : MANAGEMENT RIGHTS SALES: ID 8445
              ","Brisbane Management Rights,Management rights for sale,- Permanent complex, only 11 years young,- Located in Milton, very close to main centre and amenities,- Ideal for semi retired couple or single operator,- Magnificent managers residence offering two bedrooms, two bathrooms with quality fixtures and fittings,- Air conditioned, huge outdoor areas, 4 car parking spaces and massive storage on title,- No set office hours, 19 years remaining on Accommodation module agreements,- Great Body Corporate remuneration of $82,171,- A per is permitted with Body Corporate approval,- The facilities consist of 25m pool, heated spa, well equipped gym, BBQ area, recreation room with kitchen,Very easy complex to run, minimal gardening and cleaning.,Great Multiplier of 4.4,Net Profit: $132,946,Asking Price: $1,445,800,(Inclusive of managers real estate),For further information or to arrange an inspection of this Brisbane Management Rights business for sale contact:,David Rotheram,Servicing QLD,Milton is an inner suburb of Brisbane, just west of the CBD. The suburb is a mix of light industry, warehouses, commercial office and retail with both single and multiple occupancy residences. "," Luxury managers residence with study, Air conditioning, Courtyard with city views
                       ","Yes,", 2 months ago., 3872996
"KANGAROO POINT,",2174000,1075000,0.49,234000,0,4.7,"10 years,","10 years,","0 years,",106,0.0,75,24,9750.0,0,0,3,0, 0,1," ,
                        ", Raas Group,"Robert Collins,Robert Collins"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/KANGAROOPOINT-QLD-3878160,"Kangaroo Point Management Right
              ","This is one of the iconic buildings in Dock Side,as well as one of the most prestigious buildings up the road to do caretaking for only.,The managers unit has been valued by a Management Rights Specialist for value and the P&L has also been done.,Both agreements have been topped up to the fullest and the Gallery V has been taken out. ,The Chairperson of both complexes are aware of the sale., ,Please contact Robert Collins Exclusive Agent on or  for an inspection., "," 
                       ","Yes,", 3 months ago., 3878160
"HEMMANT,",1010000,320000,0.32,154700,104181,4.5,"25 years,","19 years,","0 years,",82,1270.5,34,38,1329.45,0,0,3,0, 0,1," ,
                        ", Raas Group,"Peter Sagner,Peter Sagner"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/HEMMANT-QLD-3877908,"The Best Management Rights Buy On The Bay
              ","Located in Hemmant only eleven kilometres from the Brisbane CBD and 15 minutes by train in the most picturesque location, this business boasts a secure salary with excellent inbuilt growth. This complex is adjacent to parkland, with train transport in walking distance and only five minutes by car to Wynnum Plaza. ,This is an established complex with opportunity to grow the rental pool and maintenance income, and consequently the package income. Managers residence is three bedrooms and $320 000, the income is $154 700 with room to grow. ,The business purchase price is $690 000. Total Price $1 010 000 for all details on this exclusive listing contact Peter Sagner on mobile telephone or via e-mail , "," 
                       ","No,", 3 months ago., 3877908
"West End,",2150000,700000,0.33,273500,163283,5.3,"25 years,","24 years,","11 years,",110,1484.39,71,37,2978.84,0,2,2,2, 1,1," No set office hours,
                        ", Management Rights Sales,"Mark English,Mark English"," Swimming pool, BBQ, Security parking, Gym
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/WestEnd-QLD-3879191,"PERMANENT MANAGEMENT RIGHTS COMPLEX IN EXCLUSIVE WEST END - ID 8863
              ","OPULENCE AND LUXURY AWAIT YOU AT THE MUCH SOUGHT AFTER ADDRESS,- Brisbane management rights for sale,- Long agreements and no set office hours,- Minimal gardening with majority being maintained by owners,- Proactive and supportive committee,- Luxurious managers residence,- Facilities include pool, gym, BBQ and tropical landscaped gardens,On offer is a management rights business that combines opulent city living with a flexible workload.,You are bound to fall in love with the quality and lifestyle of this riverfront location in trendy West End, so dont miss this opportunity to arrange an inspection!,Net Profit: $273,500,Asking Price: $2,150,000,(Inclusive of managers real estate),For further information or to arrange an inspection of this Brisbane management rights business for sale contact:,Listing Broker,Mark English,Servicing QLD "," Air conditioning, Security, Outdoor entertaining area on the ground floor
                       ","Yes,", 2 months ago., 3879191
"Brookwater,",910000,300000,0.33,77000,66273,7.9,"25 years,","18 years,","12 years,",26,2548.96,16,11,975.18,0,2,3,2, 2,1," No set office hours,
                        ", Management Rights Sales,"Mark English,Mark English"," Swimming pool, BBQ, Cable TV, CCTV, Broadband, Wi-Fi
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Brookwater-QLD-3879090,"A GOLFERS PARADISE : MANAGEMENT RIGHTS SALES - ID 8872
              ","Permanent Management Rights at Championship Golf Course,- Brisbane management rights for sale,- An ideal business for the keen golfer,- Exclusive gated community with direct access to golf course,- 25 Luxury homes fronting the 12th hole of the Greg Norman designed championship golf course,- 7 villas in the letting pool with more to come,- Stage 1 & 2 completed with the 3rd stage now under construction, so income will grow,- Additional caretaking of adjoining property and extra income,- Large wet edge pool with pavilion and BBQ facilities,- Managed by one person with office attached to residence and no set office hours,- Triton ute, ride on mower and gardening equipment included,- Luxury managers residence with 3 bedrooms, 2 bathrooms and many extras,This permanent management rights business offers a perfect blend of lifestyle and income with easy access to everything that living here has to offer, including the Greg Norman Championship Golf Course. Managed by one person and suitable for the semi-retired golfer or a couple, where one person wishes to work outside the business.,Net Profit: $77,000,(as provided by the vendor),Asking Price: $910,000,(Inclusive of managers real estate),For further information or to arrange an inspection of this Brisbane management rights business for sale contact:,Mark English,Servicing QLD "," Architecturally designed luxury villa, Open plan living, Alfresco patio, Overlooks infinity pool, Surrounded by native landscaped gardens
                       ","Yes,", 1 week ago., 3879090
"Lawnton,",802300,300000,0.37,93021,77324,5.4,"25 years,","22 years,","0 years,",54,1431.93,33,14,1121.21,0,6,3,2, 1,1," ,
                        ", Joy Realty,"Robert Lin,Robert Lin"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Lawnton-QLD-3879089,"Permanent Management Rights, Lawnton QLD
              ","This townhouse complex is located in the Northern Brisbane suburb of Lawnton. It consists of 54 town homes and villas, one of which is the designated managers residence with office.,- Opportunity to earn considerable profit and enjoy a relaxed lifestyle,- Low maintenance caretaking duties,- Spacious mangers residence,- Strong immediate rental pool,- Excellent location,only 3 mins drive to Lawnton Station,Contact Robert Lin for more information "," 
                       ","No,", 5 days ago., 3879089
"Brisbane City,",3289000,850000,0.26,413487,216300,5.9,"25 years,","24 years,","0 years,",,0,0,,0,0,0,3,2, 2,1," As per agreements,
                        ", Next International Realty Pty Ltd,"David Jiang,David Jiang"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/BrisbaneCity-QLD-3879811,"Big Nett Permanent Management Rights in Inner City Suburb of Brisbane
              ","- Landmark tower is perfectly located in inner city suburb, offering inner city charm,Built on the tradition and heritage of iconic building, featuring the best in contemporary design and lifestyle amenities, offer a lifestyle of convenience and connectivity, just 5km from the CBD and close to public transport.,- Well established and Very well run complex, all procedures documented,Business has been run by corporate group, which is well known by operation excellence and great team.,- Long agreement 24 years left on a 25 years accommodation module,- Fantastic Body Corporate salary of $216K, with annual CPI adjustment,-CLEAN Income Page,No any income included from Repairs and Maintenance, Cleaning  Great income upsides potentials!,- Great letting income improve potential,Only 50% in letting pool, a good room potential for letting to grow for a new building,- Body Corporate very good and supportive to work with,- Modern and spacious manager residence comprises three bedrooms, two bathrooms, lounge/dining room, kitchen, laundry, patio, detached office/reception on title and large basement storage and car space on title.,- Spacious and separated office on title,Come on in and reap the rewards that this fantastic offering has to offer. This is the Goldilocks complex, offering a great lifestyle and solid business. Just Right! "," 
                       ","No,", 2 months ago., 3879811
"Everton Hills,",NEAR NEW COMPLEX,560000,0,170000,51750,4.1,"25 years,","24 years,","1 years,",46,1125.0,3,43,2750.0,0,0,3,2, 2,1," No set office hours,
                        ", Management Rights Sales,"Warren Oliver,Warren Oliver"," Swimming pool, CCTV, NBN
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/EvertonHills-QLD-3879550,"PERMANENT COMPLEX WITH NO REQUIREMENT TO LIVE ONSITE : MANAGEMENT RIGHTS SALES - ID 8875
              ","Townhouse Management Rights  Brisbane,Management rights business for sale,- Near new complex fully tenanted,- 46 in total with 43 in the letting pool,- Managers unit is rented out at $480 per week to the end of June 2018 as there is no requirement to live onsite,- 3 & 4 bedroom townhouses with double garages,- NBN to premises,- Average 3 bedroom rent $480 per week, average 4 bedroom rent $585 per week,- Lap pool and CCTV,- Separate lockable office with no set hours,- Just 11 kms from Brisbane CBD,- Easy garden maintenance,This brilliantly presented complex is just 6 months old. The managers residence is 3 bedrooms with 2.5 bathrooms and double garage. There is no requirement to live onsite and the residence is currently rented out at $480 per week to the end of June 2018.,Net Profit: $170,000,(6 months verified actual  incl $25,000 for managers residence),Asking Price: $560,000 for the managers residence,+ offers over $650,000 for the business.,For further information or to arrange an inspection of this Brisbane management rights business for sale contact:,Listing Broker,Warren Oliver,Servicing QLD & NSW "," Freestanding residence, Air conditioned, No requirement to live onsite, Currently rented out at \\\\$480 per week.
                       ","Yes,", 2 months ago., 3879550
"Manly West,",840000,570000,0.68,62042,54293,4.4,"25 years,","20 years,","0 years,",42,1292.69,0,5,1549.8,0,0,3,2, 2,1," N/A,
                        ", Joy Realty,"Bill Li,Bill Li"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/ManlyWest-QLD-3879860,"Great lifestyle + MR to supplement existing income
              ","This is Great lifestyle opportunity to achieve your dream to live in Manly West , as well, an Exciting opportunity(Management Right ) for a couple looking to supplement their existing income or semi retirement. ,Work from home in this great  Complex whilst still having the time to enjoy all that Manly to offer. The Property is close to Mayfair Shopping Center, is ideally situated for easy access to the fabulous Moreton Bay.,The managers 4 bedroom, 2 bathroom, 2 car parking space , 1 in-title office, air conditioning big-size Villa will surprise with  open plan living. Making this Management Rights Business stand out from the rest in this price category.,Unit Price $570,000.00,Management Rights $270,000.00,Total Purchase $838,000.00,Net Income $62,000,  mutilplier is 4.3 ONLY,  20.5 Years to run & 25 Years Contract term , 5 permanent lettings, Pets with Body Corporate approval, committee is friendly. ,For further information on this outstand complex please contact Bill  LI or email  "," 
                       ","No,", 5 days ago., 3879860
"Calamvale,",770000,450000,0.58,67254,40200,3.7,"25 years,","22 years,","0 years,",,0,0,14,0,0,3,3,2, 2,1," None,
                        ", Next International Realty Pty Ltd,"Patrick Leou,Patrick Leou"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Calamvale-QLD-3880052,"Fantastic business opportunity on the Southside!!
              ","Small Complex offers a fantastic business opportunity on the Southside!!,Conveniently situated on Brisbanes South side, close to the best of everything, including, Sunnybank Plaza, Market Square, Sunnybank Hills and Calamvale Central Shopping Centre .,* Short walking to bus stop 131 to City directly&130 to Sunnybank, City,* Walking distances to Algester State School, St Stephens School and Calamvale Community College,* Easy access to Beaudesert Road, Logan Road Motorway, M2 Motorway, Sport Centres, swimming,pool, Golf Club, all are just minutes awayStrong rental area and very popular for renters,,Very well run complex, all procedures documented,Long agreement - still 22 years left on agreement,Body Corporate supportive ,A good manager remuneration $40,200 with annual adjustment of CPI,Three bedrooms, two bathrooms manager residences, extra toilet downstairs with single garage,,Spacious attached office, no set office hours,If you want to buy a good business in a great location, this one it ticks all your boxes, please book your,inspection immediately with exclusive agent or NEXT team! "," 
                       ","No,", 1 month ago., 3880052
"ALGESTER,",975000,355000,0.36,130000,105722,4.8,"25 years,","25 years,","0 years,",49,2157.59,25,14,1734.14,0,0,3,0, 0,1," ,
                        ", Raas Group,"Jim Prentice,Jim Prentice"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/ALGESTER-QLD-3877213,"MANAGEMENT RIGHTS.. HOME&BUSINESS OPPORTUNITY
              ","This is a gated complex located in Algester and provides the manager with a very good salary, increasing by CPI per annum, and brand new 25 year Agreements.  Current Manager has been in situ for the past 10 years and now looking to retire.,The grounds are in a good and presentable condition while the swimming pool area has recently had a make over and pool refurbishment. All equipment to maintain the complex is owned by the Body C.orporate. ,The 3 bedroom rental units are large in size making them popular with tenants. The location is quiet and a few minutes walk to the #130 city bound bus.,There are also 3 rental properties (2 houses and 1 Unit) in nearby suburbs managed by the current Manager also making a total of 17 rentals in the business. The income from these outside rentals is included in the P & L ,The managers unit is a 3 bedroom, 2 bathroom low set villa with street frontage. The back yard provides for privacy and  covered patio out-door living area. There is a single lock-up garage, an extra parking space and a large office for running the business.,Unit $355,000, Business $620,000. Total asking price $975,000 .,Please contact Jim Prentice or Email  for more infromation, "," 
                       ","Yes,", 3 months ago., 3877213
"WEST END,",2025000,640000,0.32,300000,106000,4.6,"25 years,","25 years,","0 years,",106,1000.0,26,80,2425.0,0,0,2,0, 0,1," ,
                        ", Raas Group,"Robert Collins,Robert Collins"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/WESTEND-QLD-3878140,"OTP West End
              ","What a great Management Right,$300,000 income,Don't have to live on site,Don't have to buy the unit if you don't want to,Close to the river,Close to all amenities and services,Must be an experienced manager to buy this M R, "," 
                       ","Yes,", 3 months ago., 3878140
"SHAILER PARK,",612000,370000,0.6,60431,43395,4.0,"8 years,","0 years,","0 years,",48,904.06,34,12,1419.67,0,0,3,0, 0,1," ,
                        ", Raas Group,"Peter Sagner,Peter Sagner"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/SHAILERPARK-QLD-3877968,"Gracious Living and great business.
              ","All the hard work is done.  Easily managed by one person, the Manager Must Live On Site.  Perfect for: a 'first timer'; transition to retirement; person/family with a concurrent career. This business has the advantage of no set office hours and the operational plans are existing and in place., ,Managers Unit 3 bedrooms, 2 bathrooms ,2 separate toilets, Lounge, Separate dining, Air conditioned, lock up garage with remote. Private courtyard with pergola. Bus stop at the front of the Complex and only 5 mins to Hyperdome, John Paul College, Griffith University.,Logan Hospital, Busway, Railway and M1 with 30 mins to city and 40 mins to Gold Coast., Net Income:      $60,430.,Townhouse:     $370,000.,MLR Business: $242 000.,Make offers over $610,000.  ,Contact Peter Sagner on or email  for your personal inspection of this outstanding complex., "," 
                       ","Yes,", 3 months ago., 3877968
"FORTITUDE VALLEY,",1277500,670000,0.52,135000,0,4.5,"25 years,","21 years,","0 years,",43,0.0,18,22,6136.36,0,0,3,0, 0,1," ,
                        ", Raas Group,"Robert Collins,Robert Collins"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/FORTITUDEVALLEY-QLD-3880971,"FORTITUDE VALLEY IN THE HEART OF CAFES&RESTAURANTS !
              ","WOW!! This near new architecturally designed up market complex in the heart of the cafes, restaurants, markets and specialty shops has become available.  Over 65% of apartments in rental pool.No lawns to mow here. A delightful one or two person operation. Net Income includes $7,800 of commercial cleaning (not public areas) Check it out soon.,Please call Robert Collins Joint Exclusive Agent on or , "," 
                       ","No,", 1 month ago., 3880971
"TENERIFFE,",2284000,700000,0.31,303000,192,5.2,"25 years,","17 years,","0 years,",98,1.96,0,54,5607.56,0,0,2,0, 0,1," ,
                        ", Raas Group,"Peter Sagner,Peter Sagner"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/TENERIFFE-QLD-3880729,"Salary Review: the greater of CPI or 5% on $177 925.
              ","A package deal located in the heart of Teneriffe, and, every convenience within walking distance.  This business opportunity consists of: two Prestige contiguous buildings; and the caretaking and letting of a small neighbouring building.  There is one managers' apartment required as part of the Caretaking Agreement to be purchased.  The Managers Apartment price $700,000 and business package price $1,584,000.  Included with the generous incomes from the contiguous Management  Rights buildings is the caretaking income of $15,000  plus letting fees from the small neigbouring building.  A second apartment is available for sale at $650,000, however, it is not included in the Total Package Price $2,284,000.,Aesthetics and environment coalesce, the garden construction and careful design incorporating drought tolerant species .  The effect merging the solid surfaces of the buildings with the backdrop of the natural park-space behind the residences.  The outcome: spectacular presentation; a low mainteneance gardening schedule; and light cleaning applications to maintain the high standard appearance of the complexes.  ,This is a genuine opportunity for the ""savy"" business operator willing to provide the full suite of services to this community of owners.  There are no prescribed office hours.,For a business memorandum contact your RAAS Joint Listing Brokers:,Peter Sagner ,Mobile ,e-mail  ,Jim Prentice,Mobile ,e-mail , "," 
                       ","Yes,", 2 months ago., 3880729
"Rochedale,",1644900,595000,0.36,253000,84000,4.0,"25 years,","25 years,","0 years,",84,0,0,,0,0,0,3,2, 2,1," ,
                        ", Next International Realty Pty Ltd,"Patrick Leou - David Janett,Patrick Leou - David Janett"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Rochedale-QLD-3881197,"Another Quality Heran OTP
              ","This Off The Plan 84 townhouse development Management Rights would make the ideal new business for an experienced management rights couple looking for something bigger and looking for the opportunity to set up this business from scratch. The body corporate salary of $84,000 per year is guaranteed and will increase annually by the CPI. The commission income should be reliable considering the high rental demand in Rochedale. This suburb is close to Sunnybank and thats great news when looking for new tenants. A great location will attract great tenants. ,This project is due for completion in 2019. There will be 3 stages. First stage has started. Previous experience is a prerequisite. ,This is an exciting opportunity so isnt expected to be on the market for very long. ,Projected income $253,000,New off the plan development in Rochedale,Located close to public transport and the major highways,Great location, means lots of tenants,All units are to be targeted to investors. Income is projected on 100% in rental pool. Clawback applies to units not in the pool,Overall a great management rights in a developing area,Dont miss this exciting opportunity! "," 
                       ","No,", 1 month ago., 3881197
"Capalaba,",1589900,449900,0.28,153620,53000,7.4,"25 years,","25 years,","0 years,",53,1000.0,0,52,1935.0,0,0,3,0, 0,0," 9am - 5pm,
                        ", Resort Brokers,"Paul Mueller,Paul Mueller"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Capalaba-QLD-3806043,"Stage 1 Completed, Stage 2 Under Construction With Ability to Grab All 6 Stages | Resort Brokers ID : OTP004031
              ","One of Heran Building Groups newest residential communities. This is a fantastic opportunity to buy an off the plan management rights. Get all the new letting fees, pay GST in lieu of stamp duty and develop this business to your standard."," 
                       ","yes,", 2 years ago., 3806043
"Rochedale,",1644900,594900,0.36,265000,0,4.0,"25 years,","25 years,","0 years,",84,0.0,1,83,3192.77,0,0,3,2, 2,1," ,
                        ", Management Rights Sales,"Gerard Dixon,Gerard Dixon"," Pool, BBQ, Parking, CCTV
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Rochedale-QLD-3881721,"OFF THE PLAN MANAGEMENT RIGHTS AT ROCHEDALE
              ","Stage One Construction Has Commenced,- 20 minutes to Brisbane CBD & 50 minutes to the Gold Coast,- Close proximity to shops, schools and public transport,- 84 units in the complex, to be built over 3 stages,- 3 bedroom managers townhouse with rear yard, 2.5 bathrooms, double lock up garage,- Office on title,- No set office hours,- Net is estimate only, based on market rental appraisal,Brand new off the plan development in a great rental area. Lots of facilities nearby and easy access to Gateway Motorway. If you are an experienced operator looking for a great off the plan development please give us a call,Net Profit: $265,000*,Asking Price: $1,644,900,(inclusive of managers real estate),* Net profit is estimated only, seek professional advice as no financials are available,For further information on this Brisbane off the plan management rights contact the listing brokers:,Gerard Dixon ,Tony Johnson  "," Brand new, 3 bedroom townhouse, 2.5 bathrooms, Double lock up garage, Air-conditioning, Pet permitted with Body Corporate approval
                       ","No,", 1 month ago., 3881721
"Fortitude Valley,","$1,277,500 EXCLUSIVE AGENCY",670000,0,135000,67730,4.5,"25 years,","21 years,","14 years,",43,1575.12,18,22,3057.73,0,3,3,2, 2,1," No set office hours,
                        ", Management Rights Sales,"Greg Jorgensen,Greg Jorgensen"," Heated swimming pool, BBQ, Security parking, Cable TV, CCTV, Broadband and Wi-Fi, Entertainment deck
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/FortitudeValley-QLD-3881032,"MULTIPLIER OF 4.5 & REAL ESTATE AT JUNE 2018 VALUATION - ID 8571
              ","SELLER CAN PROVIDE EVIDENCE OF GOOD RENTAL DEMANDS,- Brisbane management rights for sale,- A committed to sell vendor with very realistic asking prices,- A spotless 2 level, 3 bedroom, 2 bathroom, 2 car garage town-home just off James Street,- The very functional managers office is on title and attached,- Agreements are under the 25 year accommodation module,- Modern building within walking distance to every cafe, restaurant and boutique,- No set office hours, equates to lots of free time for you to pursue other interests,- Importantly this letting business has had no vacancies in the last 12 months,- When a tenant vacates, there's a new one ready to walk in. Prime location = no vacancy,- Great monthly salary at $5,727 reviewed annually at 3% or CPI whichever is greater,- Small grounds includes a pool and BBQ deck and secure basement parking,A good solid business that is managed by one person. Around 15-20 contact hours each week. Your solution to a decently sized manager unit - no downsizing needed. A true retreat. If it's free time you are looking for, well here it is! There's time here for hobbies or another business. This is perfect for first time management rights buyer and comes with a great home.,Net Profit: $135,000,Reduced Asking Price: $1,277,500,(Inclusive of managers real estate),For further information or to arrange an inspection of this Brisbane management rights business for sale contact:,Exclusive Broker,Greg Jorgensen,Servicing QLD "," Built over 2 levels, Polished timber stairs, Quality kitchen, Well maintained and presents in a very good condition
                       ","Yes,", 5 days ago., 3881032
"Lawnton,",802300,320000,0.4,93021,77324,4.6,"25 years,","22 years,","0 years,",54,1431.93,0,14,1121.21,0,7,3,0, 1,1," None,
                        ", Next International Realty Pty Ltd,"David Janett,David Janett"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Lawnton-QLD-3882344,"So Very Easy !!
              ","This complex is popular and it's easy to see why: A durable brick build in a quiet neighbourhood; close to transport, shops, schools and more; very popular with renters and a great location.,Just 25km from Brisbane CBD and only 1km from the University Site at Petrie Mill (open to enrolment from 2020: https://www.moretonbay.qld.gov.au/themill/), Lawnton is truly a destination in demand. In close proximity to quality private and public schools, shops parks and transport, you'll want for nothing in Brisbane's newest University Suburb.,Features:,-3 Bedroom Unit,-Air conditioning,-Easy workload,-No set office hours,-Large BC salary,-22 years on agreements,-No gate,-No pool,-No Gym,-So very easy!,Ideally this complex would suit someone looking to settle on the Northside, looking for a great salary and wanting a second income.,We simply cannot think of anything negative to say about this complex. ,A great opportunity for a semi-retired couple or new entrants to the industry!! "," 
                       ","No,", 1 month ago., 3882344
"West End,",2150000,700000,0.33,271397,163283,5.3,"25 years,","25 years,","0 years,",110,1484.39,73,35,3088.97,0,2,2,2, 1,0," No set office hours,
                        ", Resort Brokers,"Jessica  Wilkie,Jessica  Wilkie"," Pool, BBQ, Gym, Foxtel
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/WestEnd-QLD-3879050,"Priced To Sell - 5.3X, Iconic West End Luxury Riverfront Building | Resort Brokers ID : MR005284
              ","Generous Body Corporate Salary of $163,283 and a manageable 35 units in the letting pool which combines a flexible lifestyle and secure net income of $272k. Reside onsite in this 147sqm luxuriously appointed 2 bedroom, 2 bathroom ground floor manager's unit with NO SET OFFICE HOURS. You will be working with a proactive Body Corporate&Committee and be buying brand new agreements with 24 years remaining. This property is in the highly desirable State High Catchment Zone. MUST SELL, ENQUIRE TODAY!,If you need a larger unit– option to rent a 3 bedroom& add yours to letting pool"," two bedrooms, two bathrooms, one carpark, high level finishes, marble bench tops, best appliances, clothes dryer, microwave, ducted air-conditioning, electronic security card access, CCTV camera.
                       ","yes,", 3 months ago., 3879050
"THORNESIDE,",500000,370000,0.74,56000,53000,2.3,"25 years,","17 years,","0 years,",30,1766.67,22,6,500.0,0,0,3,0, 0,1," ,
                        ", Raas Group,"Robert Collins,Robert Collins"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/THORNESIDE-QLD-3881888,"A Lifestyle Change Awaits!!!!
              ","We are looking for a semi-retired person or couple who are looking at a lifestyle change and to be paid for their effort.,Your money will buy you:,A lifestyle change and a guaranteed income paid by the Body Corporate direct to you.,A low set unit with 3 very generous built in bedrooms (master with en-suite), open plan living, split air conditioning, entertainer's kitchen plus and exceptional full length covered private courtyard and single lockup garage.,The complex is adjacent to parkland and close to the waters edge of Moreton Bay. There are no set working hours and the manager's office is located overlooking the 2 in ground pools which are separate to the manager's unit.,THE VENDOR WILL CONSIDER A TRADE,The Body Corporate expectations are that you maintain the common property and carry out minor repairs: approximately currently 15 hours per week. The remuneration of $53,000 net is an excellent income for the time and effort- that's over 25% return on your business investment.,A ""Lifestyle Change"" starts right here., ( Conditions Apply ),Please call Robert Collins on to arrange an inspection., "," 
                       ","Yes,", 1 month ago., 3881888
"HILLCREST,",1199000,435000,0.36,155000,73597,4.9,"25 years,","24 years,","0 years,",60,1226.62,3,52,1565.44,0,0,3,0, 0,1," ,
                        ", Raas Group,"Jim Prentice,Jim Prentice"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/HILLCREST-QLD-3883579,"MANAGEMENT RIGHTS FOR SALE, ONLY 6 YEARS OLD.
              ","Excellent Philip Usher built 6 year old complex comprising of 60 townhouses with 52 in the Managers rental pool. , The Body Corporate owns the equipment, including a ride-on mower, used in the caretaking of the complex.,This is an ideal business in a quiet location with a reasonable workload easily handled by a 1.5 person team and still have time for outside interests.,The Vendors have set the business up to run like clock-work and are looking to retire after several years in the industry. A five year top of the Agreements was granted last year extending the term until 2041. Excellent security over your business.,Net income has been provided by Industry Accountant.,If this house and business are what you are looking for an early inspection is recommended.,For more information on this complex please call your RAASRights Broker or Jim Prentice or E. , "," 
                       ","Yes,", 1 week ago., 3883579
"Rochedale,",1644900,594900,0.36,226000,84000,4.6,"25 years,","25 years,","0 years,",84,0,0,,0,0,0,3,2, 1,1," Monday to Friday 9.00 - 5.00, Saturday 9.00 to 12.00,
                        ", Resort Brokers,"Paul Mueller,Paul Mueller"," Pool, gated security parking, BBQ area
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Rochedale-QLD-3880636,"84 Townhouse Complex Construction Started.  | Resort Brokers ID : OTP005321
              ","84 townhouse permanent complex and Nett profit over $226,000 - these dont come along often! Construction started.,(under construction) 23 units plus managers residence,30 Townhouses,30 Townhouses84 townhouse complex in a high growth and popular rental location."," Three storey townhome, Three bedrooms, Large study area, Bathroom and ensuite, Ground floor powder room, Single lock up garage, Spacious open plan living, Ample storage
                       ","yes,", 1 month ago., 3880636
"STRATHPINE,",Negotiable,385000,0,172000,135000,4.8,"25 years,","20 years,","0 years,",,0,0,30,0,0,0,3,1, 1,1," NO,
                        ", SIRE Management Rights,"Richard Skiba and Jessica Dong,Richard Skiba and Jessica Dong"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/STRATHPINE-qld-3871833,"Great Lifestyle Business
              ","- Great complex with high salary per unit,- Located in prime location with high rental demand,- Plenty of storage for the manager to use,- Great management rights can be managed by a couple comfortably and perfect for someone who would like to get into the industry,- Serious seller,- Great potential to increase income,Please email us  or call us for more information and a private inspection now! "," 
                       ","No,", 5 months ago., 3871833
"KANGAROO POINT,",1386000,864000,0.62,116000,89872,4.5,"25 years,","18 years,","0 years,",43,2090.05,31,11,2375.27,0,0,3,0, 0,1," ,
                        ", Raas Group,"Robert Collins,Robert Collins"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/KANGAROOPOINT-QLD-3876921,"Kangaroo Point Management Rights Complex
              ","This truly is a ""lifestyle"". A beautiful complex situated alongside a park and close to the river. The ferry is only a few meters stroll. Modern spacious man. Unit is air conditioned and has ample room for outdoor entertaining. It has three  storage rooms specifically for the manager For more information,please contact Agent Robert Collins Exclusive Agent on  or , "," 
                       ","Yes,", 3 months ago., 3876921
