other_feature,floorplan,url,outdoor_feature,rental_yield,street_address,allowance,post_code,property_id,description,property_type,title,bond,bed,car,crawl_date,agent,median_rent,date_available,bathroom,suburb,agency,indoor_feature
,Not provided,https://www.realestate.com.au/property-house-qld-oxley-424172230,"Secure Parking,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced","<span class=""rate""></span>",,"Pet Friendly,Smokers",4075,"[424172230, 424172230]","No Deposit, No Worries! ",House,Rent to Own Today! Low Deposit Finance Options Available for Both First and Second Home Buyers! (Full Time Employment Required $50k+ per year),,4,2,"[datetime.date(2018, 9, 26)]",Charles Knight Property,"<span class=""price""></span>",Available Now,2,Oxley,Charles Knight Property - NEW FARM,"Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher,Air Conditioning"
"Property Type: Unit, House Property Features: Unfurnished, Smoke alarms",Not provided,https://www.realestate.com.au/property-unit-qld-inala-424224958,,"<span class=""rate""></span>",20B Libra Street,,4077,"[424224958, 424224958]",This tidy 1 bedroom granny flat has a tiled combined kitchen & lounge area with electric cooking appliances and generous pantry space. ,Unit,1 Bedroom Granny Flat with Private Yard,$680,1,,"[datetime.date(2018, 9, 26)]",Harcourts Beyond Rentals,"<span class=""price""></span>",Available Now,1,Inala,Harcourts Beyond - SUNNYBANK,"Living Areas:,1"
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Fireplace(s)",Not provided,https://www.realestate.com.au/property-house-qld-mount+ommaney-424195306,"Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground","<span class=""rate""></span>",49 Drysdale Street,Pet Friendly,4074,"[424195306, 424195306]","This unique, European-style mansion offers sophisticated interior details with generous open spaces as well enjoying sensational views of McLeod Country Golf Course.",House,Mount Ommaney Mansion,"$3,980",5,2,"[datetime.date(2018, 9, 26)]","Lauren Matbouly,Satvir Nassar","<span class=""price""></span>",Available Now,4,Mount Ommaney,Brisbane Real Estate - Indooroopilly,"Toilets:,4,Alarm System,Floorboards,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-house-qld-jindalee-409098559,"Carport Spaces:,1,Garage Spaces:,1","<span class=""rate""></span>",33 Curragundi Road,,4074,"[409098559, 409098559]",You will feel like being in a near new refurbished home with near new carpets and freshly painted throughout. Walk to all that is on offer in Jindalee!,House,EASY AND AFFORDABLE - READY NOW!,,4,2,"[datetime.date(2018, 9, 26)]",Rentals - Centenary Real Estate,"<span class=""price""></span>",Available Now,1,Jindalee,Centenary Real Estate - Jindalee,Air Conditioning
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Ceiling Fans",Not provided,https://www.realestate.com.au/property-house-qld-inala-423881394,"Carport Spaces:,1","<span class=""rate""></span>",3 Ursa Street,Pet Friendly,4077,"[423881394, 423881394]","Offering a simple layout, this home features a large air-conditioned lounge and dining space, with the 3 bedrooms and 1 bathroom located privately down the hallway.",House,Neat and Tidy family home!,"$1,200",3,1,"[datetime.date(2018, 9, 26)]",Courtney Pearson,"<span class=""price""></span>",Available Now,1,Inala,One Agency - Forest Lake,"Toilets:,1,Floorboards,Air Conditioning"
0,Not provided,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-422301614,"Remote Garage,Garage Spaces:,2,Deck,Fully Fenced,Swimming Pool - Inground,Tennis Court","<span class=""rate""></span>",74 Greenway Circuit,,4074,"[422301614, 422301614]","READY for you now!  New painting through out the townhouse and new carpet.Contemporary townhouse offers you open plan living with privacy, set in exclusive Central Parklands. Not only do you get 3 good sized bedroom with plenty of storage in each room, you have a large ensuite and main bathroom with bath to relax and re-cooperate.  The open living area allows for a number of furniture placement options with direct access to your own private timber deck.  Air-conditioned up and down and dishwasher completes the picture for you. As a Central Parklands resident you also receive full membership to the exclusive Rec Club. Where you can swim or do laps in the 25 metre pool and take in the heated spa, maybe have a hit on the full size tennis court, perhaps the well-appointed gymnasium is your thing.  Then you have sauna, BBQ's and kitchen facilities to round up the day. Even better you don't have to maintain them and someone else cuts the footpath grass for you.  This property is just a couple of minutes' walk to Mount Ommaney shopping centre and express bus station. It is also close to many other services and facilities. Double car remote control garage.",Townhouse,Luxury 3 bedrooms Townhouse,"$2,120",3,2,"[datetime.date(2018, 9, 26)]",Yeni Cook 0411036998,"<span class=""price""></span>",Available Now,2,Mount Ommaney,Joy Realty - Sunnybank,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Air Conditioning"
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Onsite Managers",Not provided,https://www.realestate.com.au/property-townhouse-qld-richlands-422948186,"Secure Parking,Garage Spaces:,2,Swimming Pool - Inground","<span class=""rate""></span>",36 Kathleen,Pet Friendly,4077,"[422948186, 422948186]",Be quick for this rare opportunity. Family friendly and secured complex in the best location of Richlands. ,Townhouse,Living in Richlands,"$1,480",3,2,"[datetime.date(2018, 9, 26)]",Summer Dong,"<span class=""price""></span>",Available Now,2,Richlands,Raine & Horne - Onsite Sales,"Toilets:,3,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-house-qld-oxley-423077666,"Carport Spaces:,1","<span class=""rate""></span>",17. Merring Street,,4075,"[423077666, 423077666]",PROPERTY ID: 6330,House,Beautiful Home Near Oxley Train Station for Rent,"$2,000",3,1,"[datetime.date(2018, 9, 26)]",,"<span class=""price""></span>",Available Now,1,Oxley,Rentbetter - Bondi,
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",Not provided,https://www.realestate.com.au/property-townhouse-qld-richlands-422476138,"Secure Parking,Garage Spaces:,1,Balcony","<span class=""rate""></span>",43 Brentford Road,Pet Friendly,4077,"[422476138, 422476138]",These stylish and spacious modern townhouses are brand new and ready to move in now so get in quick as they wont last long!,Townhouse,BRAND NEW TOWNHOUSES!!,"$1,480",3,1,"[datetime.date(2018, 9, 26)]",Telisha Cook,"<span class=""price""></span>",Available Now,2,Richlands,Impact Real Estate Solution - UNDERWOOD,Air Conditioning
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge",Not provided,https://www.realestate.com.au/property-townhouse-qld-oxley-422178518,"Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground","<span class=""rate""></span>",32/100 Oakmont Avenue,,4075,"[422178518, 422178518]",READY FOR MOVE IN.,Townhouse,SPACIOUS 3 BED 2 GARAGE with View - WALK TO ALDI AND BUS,"$1,560",3,2,"[datetime.date(2018, 9, 26)]",Tony Lin,"<span class=""price""></span>",Available Now,2,Oxley,RAAS Group,Air Conditioning
,Not provided,https://www.realestate.com.au/property-townhouse-qld-sinnamon+park-417189650,"Remote Garage,Garage Spaces:,1,Open Car Spaces:,1,Tennis Court","<span class=""rate""></span>",39 / 105 OLDFIELD RD,,4073,"[417189650, 417189650]","High set Tuscan designed town houses and villa featuring: 3 large bedrooms (main with EN-SUITE) all with built-in robes, 2 bathrooms, 3 toilets, spacious open plan living, dining and kitchen area, air conditioning, tiled outdoor patio and entertainment area, remote lock-up garage plus additional adjacent parking space.",Townhouse,105 Oldfield Road Sinnamon Park,"$1,800",3,2,"[datetime.date(2018, 9, 26)]",Nan Li,"<span class=""price""></span>",Available Now,2,Sinnamon Park,Australian Property Management Alliance - Mango Hill,"Ensuite:,1,Toilets:,2,Gym,Built-in Wardrobes,Dishwasher,Air Conditioning"
0,Not provided,https://www.realestate.com.au/property-house-qld-oxley-423417570,"Garage Spaces:,1","<span class=""rate""></span>",27 Ingham Street,,4075,"[423417570, 423417570]",- 3 x Bedroom home in quiet location,House,OXLEY,"$1,420",3,1,"[datetime.date(2018, 9, 26)]",Cartwright Property Group,"<span class=""price""></span>",Available Now,1,Oxley,Cartwright Property Group - GRACEVILLE,"Floorboards,Broadband Internet Available,Built-in Wardrobes"
0,Not provided,https://www.realestate.com.au/property-house-qld-inala-423363514,"Carport Spaces:,1,Fully Fenced","<span class=""rate""></span>",99 Serviceton Avenue,,4077,"[423363514, 423363514]","- Sorry, No pets",House,INALA,"$1,160",2,1,"[datetime.date(2018, 9, 26)]",Cartwright Property Group,"<span class=""price""></span>",Available Now,1,Inala,Cartwright Property Group - GRACEVILLE,Broadband Internet Available
Property Type: Villa Garaging / carparking: Double lock-up,Not provided,https://www.realestate.com.au/property-villa-qld-darra-423606682,"Garage Spaces:,2","<span class=""rate""></span>",69/35 Ashridge Road,,4076,"[423606682, 423606682]",This highly sought-after townhouse is available now in Oxley Mews!,Villa,I Ain't No High Maintenance #Imakeeper,"$1,400",3,2,"[datetime.date(2018, 9, 26)]","Harcourts South West BDM,Harcourts South West Real Estate","<span class=""price""></span>",Available Now,2,Darra,Harcourts Centenary Suburbs - Mt Ommaney,"Ensuite:,1,Living Areas:,1,Built-in Wardrobes"
,Not provided,https://www.realestate.com.au/property-townhouse-qld-sinnamon+park-423560326,"Remote Garage,Secure Parking,Carport Spaces:,1,Garage Spaces:,1,Fully Fenced,Swimming Pool - Inground,Tennis Court","<span class=""rate""></span>",30 / 105 OLDFIELD RD,,4073,"[423560326, 423560326]","High set Tuscan designed town houses and villa featuring: 3 large bedrooms (main with EN-SUITE) all with built-in robes, 2 bathrooms, 3 toilets, spacious open plan living, dining and kitchen area, air conditioning, tiled outdoor patio and entertainment area, remote lock-up garage plus additional adjacent parking space.",Townhouse,105 Oldfield Road Sinnamon Park,"$1,760",3,2,"[datetime.date(2018, 9, 26)]",Nan Li,"<span class=""price""></span>",Available Now,2,Sinnamon Park,Australian Property Management Alliance - Mango Hill,"Ensuite:,1,Toilets:,3,Intercom,Built-in Wardrobes,Dishwasher,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-unit-qld-sherwood-423560586,"Garage Spaces:,1","<span class=""rate""></span>",4/508 Oxley Road,,4075,"[423560586, 423560586]",** ARRANGE AN INSPECTION NOW ** ,Unit,Ultra Modern Unit So Close to the City,"$1,720",2,1,"[datetime.date(2018, 9, 26)]","Sarah Ratz,LJ Hooker Graceville","<span class=""price""></span>",Available Now,2,Sherwood,LJ Hooker - .,Air Conditioning
0,Not provided,https://www.realestate.com.au/property-house-qld-sinnamon+park-423752506,"Garage Spaces:,1","<span class=""rate""></span>",43 McPherson Road,,4073,"[423752506, 423752506]","This 3 bedroom, 2 bathroom house contains a fenced backyard and includes an ensuite, entertainment area, ceiling fans to the living room, a family room and walk in robe to the master bedroom.",House,A House In a Sensational Location. Priced to rent!,"$1,640",3,1,"[datetime.date(2018, 9, 26)]",Contact Rentals,"<span class=""price""></span>",Available Now,2,Sinnamon Park,Activerealestate.com.au - .,
,Not provided,https://www.realestate.com.au/property-house-qld-richlands-424021118,"Remote Garage,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced","<span class=""rate""></span>",52 Jordan Street,,4077,"[424021118, 424021118]","Beautiful home in a nice, quiet pocket of Richlands",House,2 WEEKS FREE RENT !!!,"$1,680",4,2,"[datetime.date(2018, 9, 26)]",Vanessa Mc Cready,"<span class=""price""></span>",Available Now,2,Richlands,Twenty Four Seven Realty - -,"Built-in Wardrobes,Dishwasher,Split-system Air Conditioning"
Property Type: House Garaging / carparking: Single lock-up Property Features: Smoke alarms,Not provided,https://www.realestate.com.au/property-house-qld-riverhills-413238427,"Garage Spaces:,1","<span class=""rate""></span>",328 Sumners Road,,4074,"[413238427, 413238427]","This lowset brick and tile home offers three bedrooms and one bathroom. The property features security screens throughout and ceiling fans in 2 bedrooms. Enjoy entertaining with a good-sized tiled kitchen, dining room and separate lounge. Also offers single lock-up garage and the backyard is fully fenced. Pets are negotiable. ",House,Pick Me Up Before I Go Go!,"$1,400",3,1,"[datetime.date(2018, 9, 26)]",Harcourts South West BDM,"<span class=""price""></span>",Available Now,1,Riverhills,Harcourts Centenary Suburbs - Mt Ommaney,
"Close to Schools, Close to Shops, Close to Transport",Not provided,https://www.realestate.com.au/property-unit-qld-corinda-423947666,"Garage Spaces:,1","<span class=""rate""></span>",4/44 Martindale Street,,4075,"[423947666, 423947666]",Property Features ,Unit,MODERN & AFFORDABLE,"$1,180",1,1,"[datetime.date(2018, 9, 26)]","Sarah Ratz,LJ Hooker Graceville","<span class=""price""></span>",Available Now,1,Corinda,LJ Hooker - .,
,Not provided,https://www.realestate.com.au/property-house-qld-jamboree+heights-419094626,"Remote Garage,Secure Parking,Carport Spaces:,2,Garage Spaces:,1,Balcony,Fully Fenced","<span class=""rate""></span>",66 Brownie Street,,4074,"[419094626, 419094626]",Property ID: 419094626 - required for telephone enquiry.,House,Partially furnished house,,3,3,"[datetime.date(2018, 9, 26)]",Stephen Hopson,"<span class=""price""></span>",Available Now,3,Jamboree Heights,Zero Commission - Australia,"Ensuite:,1,Living Areas:,2,Toilets:,3,Broadband Internet Available,Built-in Wardrobes,Rumpus Room,Air Conditioning"
0,Not provided,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-423979086,"Remote Garage,Garage Spaces:,2,Balcony,Deck","<span class=""rate""></span>",11/5 Central Ave,Pet Friendly,4074,"[423979086, 423979086]",This two level 3 bedroom townhouse is more than just a ‘rental’. ,Townhouse,This large two level 3 bedroom townhouse is more than just a ‘rental’,"$2,160",3,2,"[datetime.date(2018, 9, 26)]",Yeni Cook 0411036998,"<span class=""price""></span>",Available Now,2,Mount Ommaney,Joy Realty - Sunnybank,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher,Air Conditioning"
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Not provided,https://www.realestate.com.au/property-townhouse-qld-oxley-422096158,"Secure Parking,Garage Spaces:,2,Open Car Spaces:,1,Swimming Pool - Inground","<span class=""rate""></span>",40/100 Oakmont Avenue,,4075,"[422096158, 422096158]",SPACIOUS 3 BEDROOM TOWNHOUSE.,Townhouse,3 BEDROOM PLUS STUDY - 2 GARAGE FREE MOWING - WALK TO ALDI AND BUS,"$1,560",3,3,"[datetime.date(2018, 9, 26)]",Tony Lin,"<span class=""price""></span>",Available Now,2,Oxley,RAAS Group,"Toilets:,3,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-house-qld-jindalee-408462875,"Carport Spaces:,2,Garage Spaces:,2","<span class=""rate""></span>",42 Moolingal Street,Pet Friendly,4074,"[408462875, 408462875]",This lovely family home in Jindalee is set up for dual living with a kitchenette and ensuite in the downstairs room. Upstairs features polished floors and an open lounge and dining rooms with a great kitchen with good appliances. A great balcony off the lounge catches the breezes and sunsets perfect for that afternoon beer or wine.,House,Dual living home in central Jindalee,"$1,680",4,4,"[datetime.date(2018, 9, 26)]",Innovation Rentals,"<span class=""price""></span>",Sat 06-Oct-18,2,Jindalee,Innovation Real Estate - Jamboree Heights,"Ensuite:,1,Living Areas:,1"
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Onsite Managers",Not provided,https://www.realestate.com.au/property-townhouse-qld-richlands-423996614,"Secure Parking,Garage Spaces:,2,Swimming Pool - Inground","<span class=""rate""></span>",35 Kathleen,Pet Friendly,4077,"[423996614, 423996614]",Be quick for this rare opportunity. Family friendly and secured complex in the best location of Richlands. ,Townhouse,Living in Richlands,"$1,520",3,2,"[datetime.date(2018, 9, 26)]",Summer Dong,"<span class=""price""></span>",Available Now,2,Richlands,Raine & Horne - Onsite Sales,"Toilets:,3,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-house-qld-darra-424225014,"Garage Spaces:,2,Balcony,Fully Fenced","<span class=""rate""></span>",12 Southern Cross Avenue,Pet Friendly,4076,"[424225014, 424225014]","Tidy high-set home in good condition. Massive Fenced yard,",House,Pet Friendly Value for Money in Darra,"$1,280",3,2,"[datetime.date(2018, 9, 26)]",Kimberley Cattermole,"<span class=""price""></span>",Available Now,1,Darra,First National Oxley - OXLEY,"Toilets:,1,Floorboards,Air Conditioning"
"Close to Schools, Close to Shops, Close to Transport",https://www.realestate.com.au/floorplan_new.ds?id=420883586&theme=rea.rent,https://www.realestate.com.au/property-house-qld-inala-420883586,,"<span class=""rate""></span>",123 Inala Ave,,4077,"[420883586, 420883586]",This house is situated on a corner block only 200m away from Inala Shopping Centre.,House,Convenience at its best.,"$1,520",3,,"[datetime.date(2018, 9, 26)]",Michelle Nguyen,"<span class=""price""></span>",Available Now,1,Inala,Rightway Realty - Darra,"Toilets:,1"
,Not provided,https://www.realestate.com.au/property-apartment-qld-chelmer-424459058,,"<span class=""rate""></span>",79c Honour Avenue,,4068,"[424459058, 424459058]",Located in the gorgeous leafy suburb of Chelmer you will find this stunning furnished one bedroom unit. ,Apartment,TRANQUIL ONE BEDROOM UNIT - FURNISHED,"$1,180",1,,"[datetime.date(2018, 9, 26)]",Zoe Wales,"<span class=""price""></span>",Available Now,1,Chelmer,Ray White Sherwood/Graceville,
,Not provided,https://www.realestate.com.au/property-house-qld-jindalee-404516127,"Garage Spaces:,2","<span class=""rate""></span>",28 Cobbadah Street,,4074,"[404516127, 404516127]","This property is in a great location - an easy walk to Jindalee State School,bus stops,sporting grounds and riverside park.",House,BRILLIANT LOCATION + FRESHLY UPDATED!!,"$1,800",3,2,"[datetime.date(2018, 9, 26)]",Rentals - Centenary Real Estate,"<span class=""price""></span>",Available Now,2,Jindalee,Centenary Real Estate - Jindalee,
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge",Not provided,https://www.realestate.com.au/property-house-qld-jindalee-414327571,"Carport Spaces:,1","<span class=""rate""></span>",11 Jindalee Street,Pet Friendly,4074,"[414327571, 414327571]",This 3 bedroom home in Jindalee is close to all amenities.,House,Central in Jindalee,"$1,720",3,1,"[datetime.date(2018, 9, 26)]",Jacqui Price,"<span class=""price""></span>",Fri 05-Oct-18,2,Jindalee,Ray White - Middle Park,"Toilets:,2,Floorboards,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-townhouse-qld-oxley-424540206,"Secure Parking,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced","<span class=""rate""></span>",,Smokers,4075,"[424540206, 424540206]","No Deposit, No Worries! ",Townhouse,Rent to Own Today! Low Deposit Finance Options Available for Both First and Second Home Buyers! (Full Time Employment Required $50k+ per year),,4,2,"[datetime.date(2018, 9, 26)]",Charles Knight Property,"<span class=""price""></span>",Available Now,2,Oxley,Charles Knight Property - NEW FARM,"Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-house-qld-chelmer-421710010,"Garage Spaces:,2","<span class=""rate""></span>",1 Leybourne Street,Pet Friendly,4068,"[421710010, 421710010]","Tenants Book Inspection 24/7. Simply ""EMAIL AGENT"", receive instant SMS and Email to book a day and time that suits you to inspect.",House,"Dual Living (4th bed, bath + rumpus downstairs) Pet Friendly & Fenced - Double Carport + Off St - Large bedrooms - 2 Living Areas - Walk to Cafes.",,4,2,"[datetime.date(2018, 9, 26)]",Leasing Crew,"<span class=""price""></span>",Available Now,2,Chelmer,Rentfresh Property Management - Fortitude Valley,Air Conditioning
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",https://www.realestate.com.au/floorplan_new.ds?id=416322125&theme=rea.rent,https://www.realestate.com.au/property-house-qld-jindalee-416322125,"Carport Spaces:,2","<span class=""rate""></span>",87 Curragundi Road,Pet Friendly,4074,"[416322125, 416322125]","Ray White Centenary offers for rent this low set brick home suitable for a large family with great access to good quality schools and sporting facilities, as well as local shops and transport. The property also backs on and has direct access to the Jindalee Recreational Reserve. ",House,JINDALEE FAMILY HOME - 5 BED. 2 BATH GREAT LOCATION,"$1,880",5,2,"[datetime.date(2018, 9, 26)]",Debbie Swales,"<span class=""price""></span>",Available Now,2,Jindalee,Ray White - Centenary,"Toilets:,2,Air Conditioning"
"internal laundry,close to parklands,close to schools,close to shops",Not provided,https://www.realestate.com.au/property-house-qld-oxley-424629410,"Carport Spaces:,1,Open Car Spaces:,1,Shed,Fully Fenced","<span class=""rate""></span>",36 Lincoln Street,,4075,"[424629410, 424629410]",This three bedroom high set house has got screens through out. It has an air conditioner and a dishwasher. All the bedroom comes with carpet flooring and the rest is tiles and vinyl. There is a secure parking and lots of storage space under the house. Inspections are by appointment only.,House,Good Family Home,,3,2,"[datetime.date(2018, 9, 26)]",Property Management Team,"<span class=""price""></span>",Available Now,1,Oxley,Coulson Real Estate - Inala,"Dishwasher,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-townhouse-qld-oxley-424762842,"Garage Spaces:,1","<span class=""rate""></span>",130 Jutland Street,,4075,"[424762842, 424762842]",DON'T MISS OUT...Call for inspection TODAY.,Townhouse,A great place to call home.,"$1,560",3,1,"[datetime.date(2018, 9, 26)]",Wistaria Mo,"<span class=""price""></span>",Fri 19-Oct-18,2,Oxley,THEONSITEMANAGER - Hendra,"Gym,Air Conditioning"
0,Not provided,https://www.realestate.com.au/property-unit-qld-corinda-424685314,"Secure Parking,Garage Spaces:,1","<span class=""rate""></span>",3/34 Hassall Street,,4075,"[424685314, 424685314]",- 2 WEEKS FREE RENT TO APPROVED APPLICANT,Unit,2 WEEKS FREE RENT TO APPROVED APPLICANT,"$1,400",2,1,"[datetime.date(2018, 9, 26)]",Cartwright Property Group,"<span class=""price""></span>",Fri 12-Oct-18,1,Corinda,Cartwright Property Group - GRACEVILLE,"Broadband Internet Available,Built-in Wardrobes,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-townhouse-qld-corinda-404857174,"Garage Spaces:,1,Balcony,Courtyard","<span class=""rate""></span>",3/709 Oxley Road,,4075,"[404857174, 404857174]","AVAILABLE NOW - SEE THIS WEEK'S OPEN HOUSES - NO REGISTRATION, PLEASE CHECK THE LISTING REGULARLY FOR UPDATES",Townhouse,"IMMACULATE TOWNHOUSE , THREE BEDROOMS, ENSUITE, DUCTED AIR-CONDITIONING THROUGHOUT, DISHWASHER, PRIVATE COUTYARD, LOCKUP GARAGE","$1,760",3,1,"[datetime.date(2018, 9, 26)]",Angus Lilley,"<span class=""price""></span>",Available Now,2,Corinda,Lilley + Power Property Agents - Indooroopilly,"Ensuite:,1,Living Areas:,1,Toilets:,1,Built-in Wardrobes,Dishwasher,Ducted Heating,Ducted Cooling,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-townhouse-qld-richlands-422269918,"Remote Garage,Garage Spaces:,2","<span class=""rate""></span>",49 / 31 James Edward Street,,4077,"[422269918, 422269918]",Looking for a Fresh Start? ,Townhouse,49/31 James Edward Street Richlands,,3,2,"[datetime.date(2018, 9, 26)]",Richlands Rise,"<span class=""price""></span>",Available Now,2,Richlands,Australian Property Management Alliance - Mango Hill,"Ensuite:,1,Toilets:,3"
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge",https://www.realestate.com.au/floorplan_new.ds?id=424767566&theme=rea.rent,https://www.realestate.com.au/property-house-qld-darra-424767566,"Secure Parking,Carport Spaces:,3","<span class=""rate""></span>",18 Shamrock Road,Pet Friendly,4076,"[424767566, 424767566]","Ray White Centenary proudly offers for rent this highset colonial style home full of character charm. With high ceilings, VJ walls, stained glass, air con, ceiling fans and dishwasher - this home offers perfect balance of classic features and modern comfort. ",House,CHARACTER HOME WITH GATED ENTRY,"$1,680",3,3,"[datetime.date(2018, 9, 26)]",Debbie Swales,"<span class=""price""></span>",Mon 29-Oct-18,1,Darra,Ray White - Centenary,"Toilets:,2,Air Conditioning"
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Ceiling fans",Not provided,https://www.realestate.com.au/property-townhouse-qld-richlands-424581186,"Secure Parking,Garage Spaces:,1,Balcony","<span class=""rate""></span>",73/280 Government Road,,4077,"[424581186, 424581186]","This brand new, 3 bedroom townhouse is available for rent NOW.",Townhouse,Brand New - Ready for Occupancy,"$1,620",3,1,"[datetime.date(2018, 9, 26)]",Bob Stalling,"<span class=""price""></span>",Available Now,2,Richlands,Raine & Horne - Onsite Sales,"Toilets:,3,Air Conditioning"
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",Not provided,https://www.realestate.com.au/property-unit-qld-oxley-424741470,"Secure Parking,Garage Spaces:,1","<span class=""rate""></span>",209/61 Ellen Street,,4075,"[424741470, 424741470]","Set on level two of this contemporary block this stylish, modern, fully air conditioned unit has two carpeted double bedrooms with built in robes.",Unit,Modern Large bedroom in Oxley,"$1,760",2,1,"[datetime.date(2018, 9, 26)]",Leasing Oxley,"<span class=""price""></span>",Available Now,2,Oxley,Tessa Residential New Farm - NEW FARM,"Toilets:,2,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-house-qld-oxley-424784614,"Garage Spaces:,2,Open Car Spaces:,1,Deck","<span class=""rate""></span>",45 Cook Street,,4075,"[424784614, 424784614]",A fantastic property and all ready for you to enjoy. ,House,Fantastic Position!,"$1,600",3,3,"[datetime.date(2018, 9, 26)]","Jonathan Najarro,Jaclyn Lazarou","<span class=""price""></span>",Thu 18-Oct-18,1,Oxley,Place - Graceville,"Living Areas:,1,Toilets:,1,Floorboards,Built-in Wardrobes,Dishwasher"
"Deck, Terrace/paved, Outdoor entertainment area, Undercover outdoor area, Fenced",Not provided,https://www.realestate.com.au/property-house-qld-sherwood-419582326,"Garage Spaces:,2,Deck,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground","<span class=""rate""></span>",9 Linda St,,4075,"[419582326, 419582326]",Enjoy all that this beautiful Queensland Home has to offer.,House,Lovely Renovated Queenslander - In Ground Pool,"$3,400",4,2,"[datetime.date(2018, 9, 26)]",Moira Dixon,"<span class=""price""></span>",Mon 05-Nov-18,3,Sherwood,Walsh and Dixon Real Estate - Graceville,"Ensuite:,1,Living Areas:,2,Toilets:,1,Dishwasher,Air Conditioning"
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Not provided,https://www.realestate.com.au/property-house-qld-riverhills-424743510,"Carport Spaces:,2","<span class=""rate""></span>",5 Miena Close,,4074,"[424743510, 424743510]",This lowset home has loads to offer a family looking for somewhere to call home!,House,Spacious Lowset,"$1,580",3,2,"[datetime.date(2018, 9, 26)]",Karyl Davies,"<span class=""price""></span>",Fri 28-Sep-18,1,Riverhills,Ray White - Middle Park,"Toilets:,1"
,Not provided,https://www.realestate.com.au/property-house-qld-sumner-424631178,"Carport Spaces:,4","<span class=""rate""></span>",16 Copmanhurst Place,,4074,"[424631178, 424631178]",PROPERTY ID: 37126,House,Lovely home with country views,"$2,040",4,4,"[datetime.date(2018, 9, 26)]",,"<span class=""price""></span>",Sat 13-Oct-18,2,Sumner,Rentbetter - Bondi,
