address,agency,agent,agreement_age,agreement_remaining,agreement_term,complex_fetures,description,income,last_update,letting,look_ups,manager_bathroom,manager_bed,manager_car,multiplier,office,office_hour,outside_agents,owner_occupy,pets,price,property_id,remuneration,title,total_unit,unit_feature,unit_price,url
"West End,", Resort Brokers,"Jessica  Wilkie,Jessica  Wilkie","0 years,","25 years,","25 years,"," Pool, BBQ, Gym, Foxtel
                       ","Generous Body Corporate Salary of $163,283 and a manageable 35 units in the letting pool which combines a flexible lifestyle and secure net income of $272k. Reside onsite in this 147sqm luxuriously appointed 2 bedroom, 2 bathroom ground floor manager's unit with NO SET OFFICE HOURS. You will be working with a proactive Body Corporate&Committee and be buying brand new agreements with 24 years remaining. This property is in the highly desirable State High Catchment Zone. MUST SELL, ENQUIRE TODAY!,If you need a larger unit– option to rent a 3 bedroom& add yours to letting pool",271397, 3 months ago.,35,0,2,2, 1,5.3,0," No set office hours,
                        ",2,73,"yes,",2150000, 3879050,163283,"Priced To Sell - 5.3X, Iconic West End Luxury Riverfront Building | Resort Brokers ID : MR005284
              ",110," two bedrooms, two bathrooms, one carpark, high level finishes, marble bench tops, best appliances, clothes dryer, microwave, ducted air-conditioning, electronic security card access, CCTV camera.
                       ",700000,https://www.TheOnsiteManager.com.au/permanent-management-rights/WestEnd-QLD-3879050
"Calamvale,", Next International Realty Pty Ltd,"Patrick Leou,Patrick Leou","0 years,","22 years,","25 years,"," 
                       ","Small Complex offers a fantastic business opportunity on the Southside!!,Conveniently situated on Brisbanes South side, close to the best of everything, including, Sunnybank Plaza, Market Square, Sunnybank Hills and Calamvale Central Shopping Centre .,* Short walking to bus stop 131 to City directly&130 to Sunnybank, City,* Walking distances to Algester State School, St Stephens School and Calamvale Community College,* Easy access to Beaudesert Road, Logan Road Motorway, M2 Motorway, Sport Centres, swimming,pool, Golf Club, all are just minutes awayStrong rental area and very popular for renters,,Very well run complex, all procedures documented,Long agreement - still 22 years left on agreement,Body Corporate supportive ,A good manager remuneration $40,200 with annual adjustment of CPI,Three bedrooms, two bathrooms manager residences, extra toilet downstairs with single garage,,Spacious attached office, no set office hours,If you want to buy a good business in a great location, this one it ticks all your boxes, please book your,inspection immediately with exclusive agent or NEXT team! ",67254, 1 month ago.,14,0,2,3, 2,3.7,1," None,
                        ",3,0,"No,",770000, 3880052,40200,"Fantastic business opportunity on the Southside!!
              ",," 
                       ",450000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Calamvale-QLD-3880052
"Greater Brisbane Region,", Joy Realty,"Robert Lin,Robert Lin","2 years,","23 years,","25 years,"," 
                       ","This caretaking only business located in Milton, annual salary has $25,000 +GST with low work load. ",25000, 5 days ago.,,0,0,0, 0,4.0,0," 0,
                        ",0,0,"No,",100000, 3872730,25000,"Caretaking Business only
              ",25," No unit to buy.
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/Milton-QLD-3872730
"Rochedale,", Resort Brokers,"Paul Mueller,Paul Mueller","0 years,","25 years,","25 years,"," Pool, gated security parking, BBQ area
                       ","84 townhouse permanent complex and Nett profit over $226,000 - these dont come along often! Construction started.,(under construction) 23 units plus managers residence,30 Townhouses,30 Townhouses84 townhouse complex in a high growth and popular rental location.",226000, 1 month ago.,,0,2,3, 1,4.6,1," Monday to Friday 9.00 - 5.00, Saturday 9.00 to 12.00,
                        ",0,0,"yes,",1644900, 3880636,84000,"84 Townhouse Complex Construction Started.  | Resort Brokers ID : OTP005321
              ",84," Three storey townhome, Three bedrooms, Large study area, Bathroom and ensuite, Ground floor powder room, Single lock up garage, Spacious open plan living, Ample storage
                       ",594900,https://www.TheOnsiteManager.com.au/permanent-management-rights/Rochedale-QLD-3880636
"Capalaba,", Resort Brokers,"Paul Mueller,Paul Mueller","0 years,","25 years,","25 years,"," 
                       ","One of Heran Building Groups newest residential communities. This is a fantastic opportunity to buy an off the plan management rights. Get all the new letting fees, pay GST in lieu of stamp duty and develop this business to your standard.",153620, 2 years ago.,52,0,0,3, 0,7.4,0," 9am - 5pm,
                        ",0,0,"yes,",1589900, 3806043,53000,"Stage 1 Completed, Stage 2 Under Construction With Ability to Grab All 6 Stages | Resort Brokers ID : OTP004031
              ",53," 
                       ",449900,https://www.TheOnsiteManager.com.au/permanent-management-rights/Capalaba-QLD-3806043
"THORNESIDE,", Raas Group,"Robert Collins,Robert Collins","0 years,","17 years,","25 years,"," 
                       ","We are looking for a semi-retired person or couple who are looking at a lifestyle change and to be paid for their effort.,Your money will buy you:,A lifestyle change and a guaranteed income paid by the Body Corporate direct to you.,A low set unit with 3 very generous built in bedrooms (master with en-suite), open plan living, split air conditioning, entertainer's kitchen plus and exceptional full length covered private courtyard and single lockup garage.,The complex is adjacent to parkland and close to the waters edge of Moreton Bay. There are no set working hours and the manager's office is located overlooking the 2 in ground pools which are separate to the manager's unit.,THE VENDOR WILL CONSIDER A TRADE,The Body Corporate expectations are that you maintain the common property and carry out minor repairs: approximately currently 15 hours per week. The remuneration of $53,000 net is an excellent income for the time and effort- that's over 25% return on your business investment.,A ""Lifestyle Change"" starts right here., ( Conditions Apply ),Please call Robert Collins on to arrange an inspection., ",56000, 1 month ago.,6,0,0,3, 0,2.3,1," ,
                        ",0,22,"Yes,",500000, 3881888,53000,"A Lifestyle Change Awaits!!!!
              ",30," 
                       ",370000,https://www.TheOnsiteManager.com.au/permanent-management-rights/THORNESIDE-QLD-3881888
"Wynnum,", Property Bridge,"Bobo Qi,Bobo Qi","19 years,","22 years,","25 years,"," Gated Townhouse Complex, Pool, BBQ, Parklands adjoining waterfront and walkways
                       ","Great starter business for industry beginners or retirees looking to top up their income.,Residents live in a safe and secure gated community.,Current owners have transformed the grounds to low maintenance.,Large renovated Managers Unit comprising of large office and private rear yard.,No set office hours and great Body Corporate Committee.,The purchase of this business should offer the new owners an enviable lifestyle. ",100000, 1 week ago.,20,0,2,3, 1,4.8,1," No Set Hours,
                        ",1,21,"Yes,",950000, 3864717,66000,"PRICED TO SELL
              ",42," Renovated townhouse, large private back yard, spacious office, 3 Bedroom
                       ",475000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Wynnum-QLD-3864717
"Daisy Hill,", Shine Realty,"Celine Tseng,Celine Tseng","0 years,","20 years,","25 years,"," 
                       ","This quiet complex is well located in the southern suburbs of Brisbane. It is conveniently positioned within a short distance of shopping centres, bus stops and major schools. Within a minutes' drive of the Logan Hyperdome. The manager's unit features a generous 3 bedrooms, 2 bathrooms and 2 car-parks, facilitating flexible day-to-day living. Very minimal outside work and care-taking required- the neatly manicured complex is easy to run. The business attracts an income perfectly sized for one. Call today for more information or book your inspection, and you wont be disappointed by the laid back and low-maintenance lifestyle this complex has to offer. ",117500, 3 weeks ago.,32,0,2,3, 2,5.3,1," No set of office hours,
                        ",0,0,"Yes,",1040000, 3865513,76000,"LOW MAINTENANCE AND EASY TO RUN!
              ",," 
                       ",420000,https://www.TheOnsiteManager.com.au/permanent-management-rights/DaisyHill-QLD-3865513
"Teneriffe,", Resort Brokers,"Gareth Closter,Gareth Closter","0 years,","25 years,","25 years,"," Both complexes have a fantastic swimming pool for the residents to enjoy
                       ",Nestled in a leafy and quiet pocket of Teneriffe these businesses provide an ideal mix of fantastic lifestyle and a high nett income.  Management Rights in this area are traditionally tightly held and managers stay for longer terms than average as it is just such a beautiful part of Brisbane!,303051, 2 months ago.,51,0,2,2, 4,5.3,1," ,
                        ",3,44,"yes,",2299280, 3880705,171778,"Ideal Combination - Teneriffe Lifestyle with $300k+ Income | Resort Brokers ID : MR005326
              ",98," large two bedroom, two bathroom apartment plus a spacious lounge room with a separate dining room and has a spacious feel with a fantastic balcony which is surrounded by trees and greenery which gives it a lovely relaxed feel. Adjoining the balcony is a small private garden which currently houses a pond with a water feature. Within the basement car park, the manager has both a large single car space as well as a garage that has multiple storage shelves and a work bench that is all secured by a lockable roller door. In addition, there are 4 secure storage areas throughout the car park for convenient storage of equipment and tools.
                       ",685000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Teneriffe-QLD-3880705
"FORTITUDE VALLEY,", Raas Group,"Robert Collins,Robert Collins","0 years,","21 years,","25 years,"," 
                       ","WOW!! This near new architecturally designed up market complex in the heart of the cafes, restaurants, markets and specialty shops has become available.  Over 65% of apartments in rental pool.No lawns to mow here. A delightful one or two person operation. Net Income includes $7,800 of commercial cleaning (not public areas) Check it out soon.,Please call Robert Collins Joint Exclusive Agent on or , ",135000, 1 month ago.,22,0,0,3, 0,4.5,1," ,
                        ",0,18,"No,",1277500, 3880971,0,"FORTITUDE VALLEY IN THE HEART OF CAFES&RESTAURANTS !
              ",43," 
                       ",670000,https://www.TheOnsiteManager.com.au/permanent-management-rights/FORTITUDEVALLEY-QLD-3880971
"HILLCREST,", Raas Group,"Jim Prentice,Jim Prentice","0 years,","24 years,","25 years,"," 
                       ","Excellent Philip Usher built 6 year old complex comprising of 60 townhouses with 52 in the Managers rental pool. , The Body Corporate owns the equipment, including a ride-on mower, used in the caretaking of the complex.,This is an ideal business in a quiet location with a reasonable workload easily handled by a 1.5 person team and still have time for outside interests.,The Vendors have set the business up to run like clock-work and are looking to retire after several years in the industry. A five year top of the Agreements was granted last year extending the term until 2041. Excellent security over your business.,Net income has been provided by Industry Accountant.,If this house and business are what you are looking for an early inspection is recommended.,For more information on this complex please call your RAASRights Broker or Jim Prentice or E. , ",155000, 1 week ago.,52,0,0,3, 0,4.9,1," ,
                        ",0,3,"Yes,",1199000, 3883579,73597,"MANAGEMENT RIGHTS FOR SALE, ONLY 6 YEARS OLD.
              ",60," 
                       ",435000,https://www.TheOnsiteManager.com.au/permanent-management-rights/HILLCREST-QLD-3883579
"CALAMVALE,", SIRE Management Rights,"Richard Skiba and Jessica Dong,Richard Skiba and Jessica Dong","0 years,","22 years,","25 years,"," 
                       ","Be the first one to see this wonderfully management rights in the ever popular Brisbane southern suburb. If you want to live in a spacious family home, this is an opportunity not be missed!,The business offers a nice income increasing annually, less work-load compare to most of the complexes in the suburb along with a stand alone Managers residence.,Lock-up garage and office on title.,Close to schools.,Easy care complex and friendly, supportive body corporate.,Huge family home.,Strong tenant demand.,Easy access to main thoroughfares and motorway.,Walking distance to regular bus service.,Accountant verified net income.,Please contact SIRE Management Rights Exclusive Agent on now for an inspection. Additional information can be obtained by emailing ,This one will go quickly. Call or email us NOW!,The images are for reference only and may not depict the actual property. ",106000, 4 months ago.,14,0,2,3, 6,4.7,1," No,
                        ",0,0,"No,","918,000", 3871446,106000,"Perfect size to enter into the management rights
              ",," 
                       ",419000,https://www.TheOnsiteManager.com.au/permanent-management-rights/CALAMVALE-qld-3871446
"Kangaroo Point,",,"Adrian,Adrian","2 years,","23 years,","25 years,"," NEAR NEW COMPLEXES FOR SALE. ALL DEFECT - FREE, ALL FULLY TENANTED AND ALL POSITIONED WITHIN EASILY ACCESSIBLE INNER CITY LOCATIONS!
                       ",,301000, 6 days ago.,81,0,0,0, 0,5.3,0," None,
                        ",10,6,"No,",1595000, 3863993,103245,"Blue Chip Complexes!
              ",101," 
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/KangarooPoint-QLD-3863993
"Meadowbrook,", Shine Realty,"Celine Tseng,Celine Tseng","0 years,","21 years,","25 years,"," 
                       ","This is a quiet and beautifully maintained complex sitting at an excellent location. It boasts a five minute walk from the Griffith University Logan Campus and a close proximity to the Logan Hospital and TAFE. It features easy access to public transport, and is within a convenient few minute's drive to the Hyperdome Shopping Centre, Logan Motorway and Pacific Motorway. This is a stable business, perfect in size for the starter in management rights. It has great potential to grow in the business sector. Call the Shine hotline today for more information or book your inspection. ",74400, 3 weeks ago.,26,0,2,3, 2,5.0,1," No set of office hours,
                        ",0,0,"Yes,",752000, 3873899,36407,"Convenient location! Solid income!
              ",," 
                       ",380000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Meadowbrook-QLD-3873899
"STRATHPINE,", SIRE Management Rights,"Richard Skiba and Jessica Dong,Richard Skiba and Jessica Dong","0 years,","20 years,","25 years,"," 
                       ","- Great complex with high salary per unit,- Located in prime location with high rental demand,- Plenty of storage for the manager to use,- Great management rights can be managed by a couple comfortably and perfect for someone who would like to get into the industry,- Serious seller,- Great potential to increase income,Please email us  or call us for more information and a private inspection now! ",172000, 5 months ago.,30,0,1,3, 1,4.8,1," NO,
                        ",0,0,"No,",Negotiable, 3871833,135000,"Great Lifestyle Business
              ",," 
                       ",385000,https://www.TheOnsiteManager.com.au/permanent-management-rights/STRATHPINE-qld-3871833
"Brisbane City,", Next International Realty Pty Ltd,"David Jiang,David Jiang","0 years,","20 years,","25 years,"," 
                       ","- Perfectly Located in Brisbane City,Step out of the foyer and you are in the hub of cosmopolitan Brisbane. Only minutes away from the financial end of town, the CBD, the restaurants, nightclubs and casino. Woolworths Shopping Centre is at your doorstep. This is inner city Brisbane at its best!,Cafes and dining only moments away,Easy access to the citys financial, cultural, entertainment and shopping centres,A few minutes walk to Queen street, the popular Eagle Street Pier and the known landmark the Story Bridge,A number of Brisbanes top schools in the area,Close to the buzzing Fortitude Valley and Chinatown,- Well-presented complex in strong rental area and very popular for renters,The building was built more than 10 years ago, but presents only a few years old. The timeless design of the building and units a like, set the complex apart from the rest in Brisbane.  ,The complex boasts a pool, gym and sauna, all overlooking the beautiful Brisbane skyline and Brisbane River.  Levels of parking allow for at least one car park per unit, another rarity for complexes in the area.,- Very well run complex, all procedures documented ,- Body Corporate very fantastic and supportive to work with,- Great Manager Salary,Manager remuneration $66,824 with annual adjustment of CPI every August,- CLEAN Income Page ,Very small income from Repairs&Maintenance and cleaning Great income upsides potentials!,In a building like this, there is certainly room to grown the current income through repairs and maintenance income and retailing of services such as internet and Foxtel to name a few.,- Long Agreement,Still 20 years left on agreement, 5 years top up was done in 2017,- Modern and Fantastic Manager Residence,With a touch of elegance&style, stunning and beautifully appointed two beds, one bath,- Spacious separate office on ground floor, no set office hours,This is a rare opportunity to purchase such a beautiful and easy permanent management right! ",138799, 2 months ago.,,0,1,2, 1,5.3,1," None,
                        ",0,0,"No,",1235000, 3867021,66824,"Quality Building and Easy Permanent Management Rights in Brisbane
              ",," 
                       ",499000,https://www.TheOnsiteManager.com.au/permanent-management-rights/BrisbaneCity-QLD-3867021
"Hamilton,", SIRE Management Rights,"The SIRE Team,The SIRE Team","2 years,","23 years,","25 years,"," 
                       ","- Easy to run business,- Good location,- Good tenants,- Minimal duties,- Very Nice,- Exclusive use office,- No unit to buy,- Long term agreements,Contact the SIRE Team NOW! for an Exclusive Inspection ",193000, 3 months ago.,41,0,0,0, 0,5.5,1," NONE,
                        ",0,0,"No,","$1,061,500 NO UNIT TO BUY! - Nice", 3875090,131000,"No Unit To Buy, Not Required To Live Onsite - Nice
              ",," No Managers Unit To Buy - Nice
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/Hamilton-QLD-3875090
"Forest Lake,", SIRE Management Rights,"Richard  Jessica,Richard  Jessica","0 years,","20 years,","25 years,"," - Low Maintenance- Minimal Caretaking Duties
                       ","- Easy to run business,- Good for the first time buyer or experienced operator,- Good location, close to schools, shopping precincts, public transport, Sunnybank and motorways,- Low maintenance complex,- Minimal caretaking duties,- Do some caretaking, then a bit of property management, then spend the rest of the day playing golf and/or fishing,Contact the SIRE Team for an inspection - NOW! ",171000, 1 month ago.,39,0,2,3, 1,3.7,1," NONE,
                        ",7,0,"No,",1250000, 3876020,81114,"Excellent Location - Make an offer!
              ",," - Spacious 190m2 floor area- Office on title- Highset- Air-conditioned- Private courtyard
                       ",365000,https://www.TheOnsiteManager.com.au/permanent-management-rights/ForestLake-QLD-3876020
"Eight Mile Plains,", SIRE Management Rights,"Richard Skiba and Jessica Dong,Richard Skiba and Jessica Dong","0 years,","0 years,","25 years,"," 
                       ","Key Features:,ManagerResidence:,Lovely appointed Managers Unit with 4 bedrooms and 2.5 bathrooms,Spacious office on title,Features:,- Submerge yourself in all the fun and activitiesEight Mile Plainshas to offer,- Most popular suburb in Australia,- Excellent Body Corporate salary (guaranteed income) increase every year,- Letting poolhas room to grow with more units coming into the letting pool,- Fantastic (Awesome)location,- Unique location and facilities highly sought after by tenants,- Just have a look at the high demand, established infrastructure surrounding your doorstep,- This is an absolute gem of a permanent letting businessand will be sold to The genuine buyer,All written offers will be presented to the vendor.,The vendor has had a good time with this business and you will have a good time with this business.,Inspection and more info contact The SIRE Team Now!,For more exclusive listings go to http://www.siremanagementrights.com.au/ ",160000, 4 months ago.,53,0,2,4, 2,7.2,1," None,
                        ",0,0,"No,","1,155,000", 3871444,85000,"Best Location, First Class Business
              ",," 
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/EightMilePlains-qld-3871444
"Fortitude Valley,", Raine & Horne Onsite Rights,"Mark Fluhart,Mark Fluhart","14 years,","20 years,","25 years,"," This boutique complex with resort style features, this is a lifestyle option not to be missed. Resident exclusive amenities include a lap pool, sun lounge area, secure car park with ample visitor car parks and onsite management.Beyond the apartment, enjoy an easy stroll and the convenience that the James Street Precinct has to offer and moments from Emporium, China Town, Brisbane CBD  public transport.
                       ", ,144897, 1 month ago.,22,0,1,2, 0,5.1,1," Nil,
                        ",6,27,"Yes,",1195000, 3877073,93243,"NO REQUIREMENT TO LIVE ONSITE - IN THE HEART OF FORTITUDE VALLEY
              ",55," This well-appointed inner city apartment offers plenty of character  charm with Brisbaneâs greatest lifestyle hub in your backyard, it is everything you would expect from a diverse suburb like the Fortitude Valley. The open plan design with high ceilings offers light filled interiors, polished timber floors, centrally located gourmet kitchen, heaps of storage and a range of quality appliances. Living and entertaining areas ideal for year-round entertaining including a large balcony.
                       ",450000,https://www.TheOnsiteManager.com.au/permanent-management-rights/FortitudeValley-QLD-3877073
"KANGAROO POINT,", Raas Group,"Robert Collins,Robert Collins","0 years,","18 years,","25 years,"," 
                       ","This truly is a ""lifestyle"". A beautiful complex situated alongside a park and close to the river. The ferry is only a few meters stroll. Modern spacious man. Unit is air conditioned and has ample room for outdoor entertaining. It has three  storage rooms specifically for the manager For more information,please contact Agent Robert Collins Exclusive Agent on  or , ",116000, 3 months ago.,11,0,0,3, 0,4.5,1," ,
                        ",0,31,"Yes,",1386000, 3876921,89872,"Kangaroo Point Management Rights Complex
              ",43," 
                       ",864000,https://www.TheOnsiteManager.com.au/permanent-management-rights/KANGAROOPOINT-QLD-3876921
"CARSELDINE,", Raas Group,"Robert Collins,Robert Collins","0 years,","21 years,","25 years,"," 
                       ","North side gem. Easy one person operation, all stand alone villas, close to  amenities, very tidy managers unit with air conditioning. ,Please contact Robert Collins Exclusive agent on or , ",127000, 3 months ago.,27,0,0,3, 0,4.7,1," ,
                        ",0,5,"Yes,",1054000, 3877439,70973,"Management Rights in a great complex on the North Side
              ",35," 
                       ",459000,https://www.TheOnsiteManager.com.au/permanent-management-rights/CARSELDINE-QLD-3877439
"Spring Hill,", Raine & Horne Onsite Rights,"Nick Chen,Nick Chen","18 years,","18 years,","25 years,"," This is an easy business located in the heart of Spring Hill.  Featuring a great size office and car park on title, the property also has underground parking and a lift built in the building.
                       ","Price Reduction - Dropped to $760,000 - Great Deal - Get in NOW !!,Enjoy your inner city lifestyle and making money at the same time.    This property secures a prime position enjoying lifestyle, convenience and great business opportunity.,This is an easy business located in the heart of Spring Hill.  Featuring a great size office and car park on title, the property also has underground parking and a lift built in the building. ,Only moments from the CBD, shopping, dining, bars, entertainment and transport, the locale is truly second to none. This apartment is in a class of its own, ensuring a great lifestyle for the managers family. ,Very low maintenance needs to be done for this business.  Great location, walking distance to CBD.  The business has a very stable income with more than 50% income from Body Corporate Salary and very friendly committee members. ,The Manager's Residence is Open plan in design and delightfully spacious, the living and main bedroom areas are framed by sliders that lead out to the generous balcony.  May be the largest balcony you will ever see. ",70000, 2 months ago.,10,0,2,2, 1,3.9,1," ,
                        ",6,1,"No,",760000, 3873367,42539,"PERFECT HOME WITH EASY BUSINESS
              ",19," Open plan in design and delightfully spacious, the living and main bedroom areas are framed by sliders that lead out to the generous balcony. May be the largest balcony you will ever see.
                       ",485000,https://www.TheOnsiteManager.com.au/permanent-management-rights/SpringHill-QLD-3873367
"BRISBANE,", Raas Group,"Robert Collins,Robert Collins","0 years,","0 years,","0 years,"," 
                       ","Management Couple,Great Opportunity for Working Partner to Buy In to Premium Brisbane CBD High Rise,Small investor group is looking for an experienced Building & Property Management couple to live on site and manage an established large Permanent Letting Apartment complex in a premium position in Brisbane CBD. A 12% equity share is offered and accommodation in a 2 bed, 2 bath apartment with study, large balcony and beautiful river views forms part of the salary package. ,The role is ideally suited to a working couple who will possess:,-Previous experience managing large strata properties,-Knowledge and practice in all property management processes and procedures for a large permanent residential property,-The ability to manage a diverse range of challenging responsibilities, including dealing with residents, owners and contractors on a daily basis,-Current Resident Letting Agent License,-Ability to manage expenditure to meet agreed budgets and report monthly to partners,-Ability to attend committee meetings and present Building Management reports as required,-Experience with Console management software or similar, ADL forms, MYOB & Excel,-Excellent communication skills and professional manner,-A flexible approach to working hours,You will have a highly experienced team to assist you in managing,. ,Financial requirement to buy the 12% share is $2+ stamp duty and legals approximately.,Salary is $77,000 + GST,Dividend is $3,500 per month variable,For further information please forward details of your experience and capability for the role to   or call All information will be treated with the strictest confidentiality., ",0, 4 months ago.,,0,0,2, 0,0.0,1," ,
                        ",0,0,"No,",12% Management Share, 3877008,0,"12% Management Partnership share for sale Husband and wife
              ",320," 
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/BRISBANE-QLD-3877008
"SUNNYBANK,", Raas Group,"Jim Prentice,Jim Prentice","0 years,","17 years,","25 years,"," 
                       ","A little gem of a complex located in a prime location in central Sunnybank is looking for a new Manager.,Anyone wanting a lovely home with a small income or the  working couple supplementing their existing incomes, then this could be the place for you. Minimal work hours per week keeps this complex looking neat and pristine.,Manager's home attributes.,Independent, solid, double brick two storey 3 bedrooms plus study   Manager's house located within the complex among the other 12 two storey, 3 bedroom villas. The outdoor covered patio area is large and provides outdoor living or entertainment options. Seeing is believing.,Have your own life style while earning some extra income. ,Keen owners looking for a quick sale!, ",41000, 3 months ago.,8,0,0,3, 0,2.9,1," ,
                        ",0,4,"No,",700000, 3877404,20735,"BEAUT HOME WITH SMALL MANAGEMENT RIGHTS BUSINESS IN SUNNYBANK
              ",13," 
                       ",580000,https://www.TheOnsiteManager.com.au/permanent-management-rights/SUNNYBANK-QLD-3877404
"Bulimba,",,"Brydon Halliday,Brydon Halliday","7 years,","23 years,","25 years,"," Resident exclusive amenities include 20m lap pool, pool side Barbeques, sun lounge area, gym, and visitor car parking. Beyond the complex, enjoy an easy stroll and the convenience to City Cat terminal, shopping, dining, parks, play grounds, sporting clubs and schools.Security video cameras located on all access areas with a master key system.Buildings are 3 storey walk up, with easy to maintain established quality gardens and grounds.
                       ","Management Rights are rarely sold in the prestigious suburb of Bulimba, and with a restricted number available this is definitely an opportunity to consider. ,This unique business is a combined lifestyle and income, which is superbly set up. Located river side and park side, within the highly reputable suburb of Bulimba. ,This Profitable Premium Management Rights consists of 3 separate buildings, boasting the best quality facilities in Bulimba, which makes the apartments easy to rent for a premium.  It is also a short walk to Bulimbas renowned Restaurant and shopping precinct in Oxford Street.  ,High Quality ,Long term agreements,Strong rental yield location,Revenue growth opportunities,Manageable caretaking duties,Stunning premier Apartments ,Separate custom designed office,Large Managers Apartment ,No set office hours,Managers residence is a beautifully appointed Apartment. ",205000, 2 months ago.,30,0,2,3, 2,5.1,1," No set office hours,
                        ",13,54,"Yes,",2123000, 3877933,138000,"Quality, Style, Location, Opportunity
              ",97," Managers residence is a beautifully appointed Apartment. 3 bedrooms, 2 bathrooms, Ducted Air Conditioning, SMEG appliances, Stone bench tops, Large balcony, 2 car parks, privacy screens, Freshly Painted, Separate connecting office.This Apartment also features a front courtyard with street access for convenience.This well-appointed inner city apartment offers plenty of character charm with a great lifestyle hub in your backyard, it is everything you would expect from a premier suburb. The open plan design with high ceilings offers light filled interiors, centrally located kitchen, heaps of storage and a range of quality appliances. Living and entertaining areas ideal for year round entertaining including a large balcony.This stylishly appointed apartment is a private sanctuary with a good area of internal living space, a spacious open balcony, providing suburban home like space without the upkeep. Seamlessly transitioning through floor to ceiling sliding glass doors, the lounge opens onto the huge balcony.With built in benchs as you entertain with friends and family all season round.Three generously sized bedrooms are included in this property, both with built-in wardrobes, white plantation shutters and the master inclusive of a well appointed ensuite. This Apartment also offers secure parking side by side for two vehicles. Additionally there are 2 extra store rooms included.There is also lift access and intercom system. This complex is pet friendly and a short stroll to nearby Bulimba River Park with off leash dog area. Picturesque Bulimba is an outstanding postcode and offers the complete package. Bustling Oxford Street is close at hand, City Cat and bus services are within walking distance with services to the CBD.
                       ",1078000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Bulimba-QLD-3877933
"FORTITUDE VALLEY,", Raas Group,"Peter Sagner,Peter Sagner","0 years,","22 years,","25 years,"," 
                       ","If you are looking for a three bedroom inner city apartment with a history of productive relationships, then we are pleased to offer the opportunity for inspection.  Aternatively rent out the apartment generate additional income and manage from offsite! This four story apartment complex has not been available to the market for ten years.,The income is sound, there is room to grow and the workload is easily managed by a one person with time to spare.,The apartment has: three bedrooms; 2.5 bathrooms; 2 car spaces with the office on title.   All the benefits of a vibrant inner city life beckon.  Located in the trendy Fortitude Valley area and walking distance to James St market precinct, all the elements are in place for a rewarding business, just waiting for the next  astute manager.  ,To explore this opportunity contact the exclusive listing Broker Peter Sagner: or e-mail ;, ",87063, 3 months ago.,19,0,0,3, 0,4.4,1," ,
                        ",0,18,"Yes,",998800, 3877909,57768,"For those seeking the ideal lifestyle/work balance
              ",44," 
                       ",620000,https://www.TheOnsiteManager.com.au/permanent-management-rights/FORTITUDEVALLEY-QLD-3877909
"STONES CORNER,", Raas Group,"Robert Collins,Robert Collins","0 years,","25 years,","25 years,"," 
                       ","This complex was completed in September 2017 and as such has 24.5 years to run. It is owned by the developer with a projected profit of $196,275 with offers expected at a 5 + multiplier.There is no office hours, or requirement to live on sight or unit to buy,If you wish to purchase a unit , it is available. He has only just started to sell the units to investors and he does not expect payment until they are settled even though there are several rented out that are developers stock. You will be the property manager for them and be paid accordingly until they go to an investor. There is claw back and forward for 2 years.,Please contact Robert Collins Exclusive Agent on or , ",196275, 3 months ago.,50,0,0,0, 0,5.0,1," ,
                        ",0,20,"Yes,",981375, 3877764,77000,"Near New
              ",70," 
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/STONESCORNER-QLD-3877764
"Keperra,", SIRE Management Rights,"Richard  and Jessica,Richard  and Jessica","2017 years,","24 years,","25 years,"," 
                       ","- Easy to run business,- New, modern design,- Low maintenance complex,- Pool,Contact the SIRE Team NOW for an inspection! ",279234, 3 months ago.,79,0,2,3, 2,1.7,1," NONE,
                        ",0,0,"Yes,",Contact Agent, 3877286,103639,"Not required to live onsite!
              ",," - Optional to purchase managers unit- Not required to live onsite - 3 beds, 2.5 baths, DLUG, private courtyard- Office on title
                       ",630000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Keperra-QLD-3877286
