price_des,crawl_date,floorplan,car,indoor_feature,bed,property_type,other_feature,agent,property_id,rental_yield,bathroom,median_rent,post_code,street_address,title,outdoor_feature,suburb,url,agency,date_available,price,allowance,bond,description 
$330pw,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Built-in Wardrobes,Air Conditioning",[3],House,"close to schools,close to shops,close to transport",Property Management Team,[424741194],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4077,3 Goldfinch Street,Close to all conviences,"Carport Spaces:,1,Open Car Spaces:,1,Shed",Inala,https://www.realestate.com.au/property-house-qld-inala-424741194,Coulson Real Estate - Inala,Available Now,$330pw,,,"This 3 bedroom home has been freshly painted throughout, Kitchen/dining area has vinyl and new timber laminate throughout, air conditioning in the lounge to be installed soon, with ceiling fans in the 2 bedroom. Security screen doors front and back with fly screens/ security grills throughout. Fully fenced front and back yard with a single carport."
$360 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],"Toilets:,3,Air Conditioning",[3],Townhouse,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, courtyard",Sharon Wendt,[417815670],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4077,137 Progress Road,NEAR NEW TOWNHOUSE -  MINUTES FROM TRAIN AND BUSES  IN VERY QUIET COMPLEX,"Secure Parking,Garage Spaces:,1,Balcony,Swimming Pool - Inground",Richlands,https://www.realestate.com.au/property-townhouse-qld-richlands-417815670,Raine & Horne - Onsite Sales,Mon 08-Oct-18,$360 per week,,"$1,440",Please contact us for a viewing. 
$385 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],"Toilets:,3,Alarm System,Air Conditioning",[3],Townhouse,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Ethan Fei,[423178134],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4075,26/10 Chapman Place,"3 BEDROOM, 2 BATHROOM, 1 GARAGE TOWNHOUSE IN QUIET COMPLEX","Secure Parking,Garage Spaces:,1",Oxley,https://www.realestate.com.au/property-townhouse-qld-oxley-423178134,RAAS Group,Sat 29-Sep-18,$385 per week,,"$1,580",Exclusive townhouse community is neat and tidy all year round and a must to inspect.
$460 p.w.,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Living Areas:,2",[4],House,Property Type: House Floor Area: squares: 637,Harcourts South West BDM,[424741490],"<span class=""rate""></span>",[3],"<span class=""price""></span>",4077,147 Azaela Street,Large Family Home In Great Location,"Garage Spaces:,2",Inala,https://www.realestate.com.au/property-house-qld-inala-424741490,Harcourts Centenary Suburbs - Mt Ommaney,Wed 10-Oct-18,$460 p.w.,,"$1,840","This beautiful double story brick home close to amenities, schools, churches and parks has the following features; "
$360/Wk,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Ensuite:,1,Toilets:,3",[3],Townhouse,,Richlands Rise,[424743598],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4077,04/15 James Edward Street,04/15 James Edward Street Richlands,"Remote Garage,Garage Spaces:,1,Open Car Spaces:,1",Richlands,https://www.realestate.com.au/property-townhouse-qld-richlands-424743598,Australian Property Management Alliance - Mango Hill,Wed 10-Oct-18,$360/Wk,,,"Newly refurbished looks and well spaced rooms, it is perfect for couples and small families!"
$360 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],"Built-in Wardrobes,Dishwasher",[3],Townhouse,,Fem Douglas,[424749514],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4077,24/7 Giosam Street,Inspired Master-Planned Living,"Garage Spaces:,1,Courtyard,Fully Fenced,Swimming Pool - Inground",Richlands,https://www.realestate.com.au/property-townhouse-qld-richlands-424749514,Azure Living - QLD,Wed 10-Oct-18,$360 per week,,,"Azure Living is pleased to present to you The Grove Edition, Richlands. A master-planned community of 3 and 4 bedroom terraces featuring an outdoor pool and entertainment area. Surrounded by subtropical landscaping and nestled within the growing Western suburb of Richlands. Spanning over two levels, this contemporary terrace home is an impeccable fusion of space and convenience."
$510 Weekly,"[datetime.date(2018, 9, 26)]",Not provided,[2],,[4],House,,Centenary Real Estate,[405308476],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4073,56 Angus Street,IF YOUR LOOKING FOR SOMETHING NICE...,"Garage Spaces:,2",Sinnamon Park,https://www.realestate.com.au/property-house-qld-sinnamon+park-405308476,Centenary Real Estate - Jindalee,Available Now,$510 Weekly,,,"A very nice family home, high on the hill in popular Sinnamon Park. Spacious with lots of special features. Only minutes to all the amenities you could need including main bus route and only 15kms to Brisbane CBD. A must see!"
$490 per week,"[datetime.date(2018, 9, 26)]",Not provided,[2],,[4],House,,Peter Kilby,[410720755],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4074,9 Copmanhurst Place,"Stylish Family Home - New Paint, Carpet and Security Screens","Garage Spaces:,2",Sumner,https://www.realestate.com.au/property-house-qld-sumner-410720755,Maison Real Estate -  Mount Ommaney,Available Now,$490 per week,,"$1,960","Four bedrooms, all with built-in wardrobes and ceiling fans, master with ensuite, carpeted formal lounge room, spacious kitchen with breakfast bar, ceramic cook top, stainless steel oven and dishwasher, large tiled and air condtioned dining/family room opening up to the private tiled al fresco area at rear. Low maintenance landscaped yard, fully fenced at the rear. Remote double lock up garage with internal entry. New paint and carpet and security screens to be installed."
$325 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],"Living Areas:,1,Toilets:,1",[3],House,,Wayne Hoang,[424754626],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4077,15 clematics st,READY TO MOVE IN,"Garage Spaces:,1,Courtyard,Fully Fenced",Inala,https://www.realestate.com.au/property-house-qld-inala-424754626,Southern Sky Realty - JINDALEE,Available Now,$325 per week,Pet Friendly,"$1,300","Sitting on a generous 678qm2 block, this property at 15 Clematis Street "
$395 per week,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=424754762&theme=rea.rent,[2],"Ensuite:,1,Toilets:,3,Study,Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher",[3],Townhouse,,Patrick Leou',[424754762],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4075,9/100 Oakmont Avenue,"Best location, specious 3 beds townhouse now ready for lease","Remote Garage,Secure Parking,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground",Oxley,https://www.realestate.com.au/property-townhouse-qld-oxley-424754762,nextrealty.com.au,Fri 05-Oct-18,$395 per week,,"$1,580",This property is located in a complex with convenience at its door step !!!
$330 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],,[2],Apartment,,ReDIY Team,[424754822],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4075,16/503 Oxley Road,Air Conditioned 2 Bedroom  Unit in heart of Sherwood,"Carport Spaces:,1",Sherwood,https://www.realestate.com.au/property-apartment-qld-sherwood-424754822,ReDIY Australia,Available Now,$330 per week,,"$1,320","This light, breezy, Air Conditioned Unit is in a brilliant location in the heart of Sherwood. It is walking distance from Sherwood Station, Woolies and Cafes. While on Oxley Rd, this unit is on the first floor, towards the back of the block making it a quiet home for a couple or single who wants a spacious unit with a sunny Balcony."
$375 per week,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=424755946&theme=rea.rent,[1],"Ensuite:,1,Intercom,Air Conditioning",[1],Apartment,"Lift Installed, Pool","Rent Central Sherwood,Ann Marie Lindeblad",[424755946],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4075,252/20 Egmont Street,"Superb recreational activities onsite include a fully-equipped gym, 3 BBQ areas, multi-purpose entertainment room and a 20m Lap Pool","Garage Spaces:,1",Sherwood,https://www.realestate.com.au/property-apartment-qld-sherwood-424755946,RESTT Property Sales and Rentals - LOGAN CENTRAL,Thu 04-Oct-18,$375 per week,,"$1,500",One Bedroom - One Bathroom -1 Secure Car park - 1 Storage  Cage
$340 per week,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Living Areas:,1,Toilets:,1",[3],House,,Wayne Hoang,[424754834],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4077,27 BOSS ROAD,READY TO MOVE IN,"Garage Spaces:,2,Courtyard,Fully Fenced,Swimming Pool - Inground",Inala,https://www.realestate.com.au/property-house-qld-inala-424754834,Southern Sky Realty - JINDALEE,Available Now,$340 per week,Pet Friendly,"$1,360",Rock solid home with a pool
Application in progress,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Gym,Air Conditioning",[3],Townhouse,,Wistaria Mo,[424762086],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4075,130 Jutland Street,Air-conditioned beautiful townhome,"Garage Spaces:,2,Balcony",Oxley,https://www.realestate.com.au/property-townhouse-qld-oxley-424762086,THEONSITEMANAGER - Hendra,Fri 26-Oct-18,Application in progress,,"$1,580","This neatly presented townhouse is in perfect location, happy neigborhood, safe community, a great place to call home."
$430 per week,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Toilets:,3,Air Conditioning",[3],Townhouse,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Colleen Miles,[424757650],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4075,14/90 Jutland Street,Beautiful 3 Bedroom Townhouse,"Secure Parking,Garage Spaces:,1,Open Car Spaces:,1,Balcony,Swimming Pool - Inground",Oxley,https://www.realestate.com.au/property-townhouse-qld-oxley-424757650,RAAS Group,Fri 19-Oct-18,$430 per week,,"$1,720","Tenants will enjoy an ultra-modern kitchen with stainless appliances, separate lounge and meals area.  The generously covered outdoor tiled patio and private courtyard is ideal for entertaining family and friends.  The ground floor is fully air-conditioned whilst the extra toilet and laundry downstairs provide additional convenience.  The internal polished timber stairs leading to the second level open onto a spacious 3 bedrooms, main with en-suite, 2 other bedrooms and stylish main bathroom.  All bedrooms have built in cupboards and the elevated position allows for cool breezes."
Delightful Place $390,"[datetime.date(2018, 9, 26)]",Not provided,[1],"Gym,Air Conditioning",[3],Townhouse,,Wistaria Mo,[424762842],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4075,130 Jutland Street,A great place to call home.,"Garage Spaces:,1",Oxley,https://www.realestate.com.au/property-townhouse-qld-oxley-424762842,THEONSITEMANAGER - Hendra,Fri 19-Oct-18,Delightful Place $390,,"$1,560",DON'T MISS OUT...Call for inspection TODAY.
$900 Weekly,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Ensuite:,1",[5],House,,Rentals - Centenary Real Estate,[422329970],"<span class=""rate""></span>",[3],"<span class=""price""></span>",4073,15 STAVELEY CLOSE,NEW WINDERMERE HOME!,"Remote Garage,Garage Spaces:,2",Sinnamon Park,https://www.realestate.com.au/property-house-qld-sinnamon+park-422329970,Centenary Real Estate - Jindalee,Available Now,$900 Weekly,,,"Tired of paying high rent for a tired old house? Wake up in this immaculate new build in Windermere Estate; offering a beautiful combination of modern living, convenience and lifestyle. Within a stone's throw of an abundance of amenities including but not limited to Shopping Centres, public transport, bike tracks, amazing parklands, restaurants and much much more."
$430 per week,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Built-in Wardrobes,Dishwasher,Split-system Air Conditioning",[4],House,,Yvette Shaw,[424700594],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4077,1 Zerlotti Cl,LARGE MODERN HOME IN FABULOUS LOCATION!!!,"Remote Garage,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced",Richlands,https://www.realestate.com.au/property-house-qld-richlands-424700594,Twenty Four Seven Realty - -,Available Now,$430 per week,,"$1,720",This freshly painted modern home has become available to a lucky tenant.
$395 pw,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Living Areas:,1",[4],House,,Property Management Team,[424691722],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4076,16 Bradford Street,Ideal Family Home!,"Carport Spaces:,2",Darra,https://www.realestate.com.au/property-house-qld-darra-424691722,Professionals P J Torbey Real Estate -,Available Now,$395 pw,,,"This property is walking distance to shops and parks, close to local schools and public transport, with four decent sized bedrooms, newly renovated kitchen and bathroom , large living and dinning area, with everything at your fingertips this home is ideal for any family! "
$475 Per Week,"[datetime.date(2018, 9, 26)]",Not provided,[4],"Ensuite:,1,Study",[4],House,,Innovation Rentals,[420499206],"<span class=""rate""></span>",[3],"<span class=""price""></span>",4074,33 Minyara Street,Refreshed family home in convenient Jindalee,"Garage Spaces:,2,Open Car Spaces:,2",Jindalee,https://www.realestate.com.au/property-house-qld-jindalee-420499206,Innovation Real Estate - Jamboree Heights,Tue 16-Oct-18,$475 Per Week,Pet Friendly,"$1,900",This great family home has been recently refreshed with new paint and carpets. With good separation of living areas this home is set up for family living. The fully fenced yard is perfect for the kids and or pets to explore and enjoy.
$350 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],"Toilets:,3,Air Conditioning",[3],Townhouse,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Michael Cai,[424691226],"<span class=""rate""></span>",[3],"<span class=""price""></span>",4077,83 OLD PROGRESS ROAD,MODERN 3 BEDROOM TOWNHOUSE LOCATED IN RICHLANDS,"Secure Parking,Garage Spaces:,1,Swimming Pool - Inground",Richlands,https://www.realestate.com.au/property-townhouse-qld-richlands-424691226,Raine & Horne - Onsite Sales,Fri 28-Sep-18,$350 per week,,"$1,400",This beautiful Near new townhouse has great features including:
$277 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],"Ensuite:,1,Built-in Wardrobes,Dishwasher",[3],Townhouse,,NAHC Browns Plains Office,[424690878],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4077,161/70-90 Littleton Rd,3 BEDROOM TOWNHOUSE ** NRAS PROPERTY **,"Remote Garage,Garage Spaces:,1,Fully Fenced",Richlands,https://www.realestate.com.au/property-townhouse-qld-richlands-424690878,National Affordable Housing Consortium Ltd - South Brisbane,Tue 09-Oct-18,$277 per week,,"$1,108",***********************************************************************************
$315 pw,"[datetime.date(2018, 9, 26)]",Not provided,[2],,[3],House,,Property Management Team,[424686294],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4077,62 Rosella Street,Walk to Shops,"Garage Spaces:,2",Inala,https://www.realestate.com.au/property-house-qld-inala-424686294,Professionals P J Torbey Real Estate -,Mon 08-Oct-18,$315 pw,,"$1,260","This home is walking distance to shops, bus and schools and features"
$330 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],,[2],Unit,,Guardian Wacol,[424689874],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4074,46B Sawmill Circuit,SNUG BUT STYLISH,"Garage Spaces:,1",Riverhills,https://www.realestate.com.au/property-unit-qld-riverhills-424689874,Guardian Property & Asset Mgmt - Brisbane,Tue 20-Nov-18,$330 per week,,"$1,320",Inspect now and secure this neat home located in the new Riverhills Estate. 
$490 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],"Study,Built-in Wardrobes,Dishwasher,Air Conditioning",[3],Townhouse,,"Jasmin Bradley,Breeanna Fechner",[424697294],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4075,1/9 Railway Terrace,PERFECT LOCATION! LUXURY TOWNHOME!,"Secure Parking,Garage Spaces:,1,Balcony,Deck,Courtyard,Outdoor Entertaining Area,Fully Fenced",Corinda,https://www.realestate.com.au/property-townhouse-qld-corinda-424697294,Managed Property,Available Now,$490 per week,Pet Friendly,"$1,960","Managed Property is SO excited to present to you this sublime 3 bedroom townhome, located just minutes away from Coles, local shops, restaurants and Corinda train station!"
