bed,price_des,title,url,date_available,other_feature,median_rent,indoor_feature,car,outdoor_feature,bond,suburb,agent,agency,bathroom,property_type,allowance,description,price,floorplan,property_id,rental_yield,post_code,crawl_date,street_address 
[3],$290 per week,Very Rare Opportunity Under NRAS Scheme - Modern 3 BEDROOM TOWNHOUSE LOCATED IN RICHLANDS,https://www.realestate.com.au/property-townhouse-qld-richlands-424795806,Wed 23-Oct-19,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden","<span class=""price""></span>","Toilets:,3,Air Conditioning",[1],"Secure Parking,Garage Spaces:,1,Swimming Pool - Inground","$1,160",Richlands,Michael Cai,Raine & Horne - Onsite Sales,[3],Townhouse,,"*****Please noted, Applicant must prove yourself to be eligible to apply this unit. NRAS Reference number is required***** ","$290,$290,",Not provided,[424795806],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",51/83 OLD PROGRESS ROAD
[3],$330pw,Close to all conviences,https://www.realestate.com.au/property-house-qld-inala-424741194,Available Now,"close to schools,close to shops,close to transport","<span class=""price""></span>","Built-in Wardrobes,Air Conditioning",[2],"Carport Spaces:,1,Open Car Spaces:,1,Shed",,Inala,Property Management Team,Coulson Real Estate - Inala,[1],House,,"This 3 bedroom home has been freshly painted throughout, Kitchen/dining area has vinyl and new timber laminate throughout, air conditioning in the lounge to be installed soon, with ceiling fans in the 2 bedroom. Security screen doors front and back with fly screens/ security grills throughout. Fully fenced front and back yard with a single carport.","$330,$330,",Not provided,[424741194],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",3 Goldfinch Street
[4],$460 p.w.,Large Family Home In Great Location,https://www.realestate.com.au/property-house-qld-inala-424741490,Wed 10-Oct-18,Property Type: House Floor Area: squares: 637,"<span class=""price""></span>","Living Areas:,2",[2],"Garage Spaces:,2","$1,840",Inala,Harcourts South West BDM,Harcourts Centenary Suburbs - Mt Ommaney,[3],House,,"This beautiful double story brick home close to amenities, schools, churches and parks has the following features; ","$460,$460,",Not provided,[424741490],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",147 Azaela Street
[3],$450 Weekly,Beuna Vista Townhouse,https://www.realestate.com.au/property-house-qld-sinnamon+park-424736762,Fri 23-Nov-18,,"<span class=""price""></span>","Ensuite:,1,Toilets:,3,Built-in Wardrobes",[2],"Carport Spaces:,1,Garage Spaces:,1",,Sinnamon Park,Centenary Jindalee,Centenary Real Estate - Jindalee,[2],House,,"This two-storey townhouse in situated in the Buena Vista Complex close to Mt Ommaney Shopping Centre, public transport, schools and easy access to the western freeway.","$450,$450,",Not provided,[424736762],"<span class=""rate""></span>",4073,"[datetime.date(2018, 9, 26)]",
[3],$445 per week,CORINDA,https://www.realestate.com.au/property-house-qld-corinda-424740650,Tue 16-Oct-18,0,"<span class=""price""></span>","Broadband Internet Available,Air Conditioning",[2],"Secure Parking,Carport Spaces:,1,Garage Spaces:,1,Deck","$1,780",Corinda,Cartwright Property Group,Cartwright Property Group - GRACEVILLE,[1],House,,"-Sorry, no pets","$445,$445,",Not provided,[424740650],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",5 Gosfield Street
[3],$360 per week,NEAR NEW TOWNHOUSE -  MINUTES FROM TRAIN AND BUSES  IN VERY QUIET COMPLEX,https://www.realestate.com.au/property-townhouse-qld-richlands-417815670,Mon 08-Oct-18,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, courtyard","<span class=""price""></span>","Toilets:,3,Air Conditioning",[1],"Secure Parking,Garage Spaces:,1,Balcony,Swimming Pool - Inground","$1,440",Richlands,Sharon Wendt,Raine & Horne - Onsite Sales,[2],Townhouse,,Please contact us for a viewing. ,"$360,$360,",Not provided,[417815670],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",137 Progress Road
[3],$360/Wk,04/15 James Edward Street Richlands,https://www.realestate.com.au/property-townhouse-qld-richlands-424743598,Wed 10-Oct-18,,"<span class=""price""></span>","Ensuite:,1,Toilets:,3",[2],"Remote Garage,Garage Spaces:,1,Open Car Spaces:,1",,Richlands,Richlands Rise,Australian Property Management Alliance - Mango Hill,[2],Townhouse,,"Newly refurbished looks and well spaced rooms, it is perfect for couples and small families!","$360,$360,",Not provided,[424743598],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",04/15 James Edward Street
[3],$385 per week,"3 BEDROOM, 2 BATHROOM, 1 GARAGE TOWNHOUSE IN QUIET COMPLEX",https://www.realestate.com.au/property-townhouse-qld-oxley-423178134,Sat 29-Sep-18,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden","<span class=""price""></span>","Toilets:,3,Alarm System,Air Conditioning",[1],"Secure Parking,Garage Spaces:,1","$1,580",Oxley,Ethan Fei,RAAS Group,[2],Townhouse,,Exclusive townhouse community is neat and tidy all year round and a must to inspect.,"$385,$385,",Not provided,[423178134],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",26/10 Chapman Place
[4],$510 Weekly,IF YOUR LOOKING FOR SOMETHING NICE...,https://www.realestate.com.au/property-house-qld-sinnamon+park-405308476,Available Now,,"<span class=""price""></span>",,[2],"Garage Spaces:,2",,Sinnamon Park,Centenary Real Estate,Centenary Real Estate - Jindalee,[2],House,,"A very nice family home, high on the hill in popular Sinnamon Park. Spacious with lots of special features. Only minutes to all the amenities you could need including main bus route and only 15kms to Brisbane CBD. A must see!","$510,$510,",Not provided,[405308476],"<span class=""rate""></span>",4073,"[datetime.date(2018, 9, 26)]",56 Angus Street
[4],$490 per week,"Stylish Family Home - New Paint, Carpet and Security Screens",https://www.realestate.com.au/property-house-qld-sumner-410720755,Available Now,,"<span class=""price""></span>",,[2],"Garage Spaces:,2","$1,960",Sumner,Peter Kilby,Maison Real Estate -  Mount Ommaney,[2],House,,"Four bedrooms, all with built-in wardrobes and ceiling fans, master with ensuite, carpeted formal lounge room, spacious kitchen with breakfast bar, ceramic cook top, stainless steel oven and dishwasher, large tiled and air condtioned dining/family room opening up to the private tiled al fresco area at rear. Low maintenance landscaped yard, fully fenced at the rear. Remote double lock up garage with internal entry. New paint and carpet and security screens to be installed.","$490,$490,",Not provided,[410720755],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",9 Copmanhurst Place
[3],$360 per week,Inspired Master-Planned Living,https://www.realestate.com.au/property-townhouse-qld-richlands-424749514,Wed 10-Oct-18,,"<span class=""price""></span>","Built-in Wardrobes,Dishwasher",[1],"Garage Spaces:,1,Courtyard,Fully Fenced,Swimming Pool - Inground",,Richlands,Fem Douglas,Azure Living - QLD,[1],Townhouse,,"Azure Living is pleased to present to you The Grove Edition, Richlands. A master-planned community of 3 and 4 bedroom terraces featuring an outdoor pool and entertainment area. Surrounded by subtropical landscaping and nestled within the growing Western suburb of Richlands. Spanning over two levels, this contemporary terrace home is an impeccable fusion of space and convenience.","$360,$360,",Not provided,[424749514],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",24/7 Giosam Street
[3],$325 per week,READY TO MOVE IN,https://www.realestate.com.au/property-house-qld-inala-424754626,Available Now,,"<span class=""price""></span>","Living Areas:,1,Toilets:,1",[1],"Garage Spaces:,1,Courtyard,Fully Fenced","$1,300",Inala,Wayne Hoang,Southern Sky Realty - JINDALEE,[2],House,Pet Friendly,"Sitting on a generous 678qm2 block, this property at 15 Clematis Street ","$325,$325,",Not provided,[424754626],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",15 clematics st
[2],$330 per week,Air Conditioned 2 Bedroom  Unit in heart of Sherwood,https://www.realestate.com.au/property-apartment-qld-sherwood-424754822,Available Now,,"<span class=""price""></span>",,[1],"Carport Spaces:,1","$1,320",Sherwood,ReDIY Team,ReDIY Australia,[1],Apartment,,"This light, breezy, Air Conditioned Unit is in a brilliant location in the heart of Sherwood. It is walking distance from Sherwood Station, Woolies and Cafes. While on Oxley Rd, this unit is on the first floor, towards the back of the block making it a quiet home for a couple or single who wants a spacious unit with a sunny Balcony.","$330,$330,",Not provided,[424754822],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",16/503 Oxley Road
[3],$340 per week,READY TO MOVE IN,https://www.realestate.com.au/property-house-qld-inala-424754834,Available Now,,"<span class=""price""></span>","Living Areas:,1,Toilets:,1",[2],"Garage Spaces:,2,Courtyard,Fully Fenced,Swimming Pool - Inground","$1,360",Inala,Wayne Hoang,Southern Sky Realty - JINDALEE,[1],House,Pet Friendly,Rock solid home with a pool,"$340,$340,",Not provided,[424754834],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",27 BOSS ROAD
[3],$395 per week,"Best location, specious 3 beds townhouse now ready for lease",https://www.realestate.com.au/property-townhouse-qld-oxley-424754762,Fri 05-Oct-18,,"<span class=""price""></span>","Ensuite:,1,Toilets:,3,Study,Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher",[2],"Remote Garage,Secure Parking,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground","$1,580",Oxley,Patrick Leou',nextrealty.com.au,[2],Townhouse,,This property is located in a complex with convenience at its door step !!!,"$395,$395,",https://www.realestate.com.au/floorplan_new.ds?id=424754762&theme=rea.rent,[424754762],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",9/100 Oakmont Avenue
[3],$430 per week,Beautiful 3 Bedroom Townhouse,https://www.realestate.com.au/property-townhouse-qld-oxley-424757650,Fri 19-Oct-18,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden","<span class=""price""></span>","Toilets:,3,Air Conditioning",[2],"Secure Parking,Garage Spaces:,1,Open Car Spaces:,1,Balcony,Swimming Pool - Inground","$1,720",Oxley,Colleen Miles,RAAS Group,[2],Townhouse,,"Tenants will enjoy an ultra-modern kitchen with stainless appliances, separate lounge and meals area.  The generously covered outdoor tiled patio and private courtyard is ideal for entertaining family and friends.  The ground floor is fully air-conditioned whilst the extra toilet and laundry downstairs provide additional convenience.  The internal polished timber stairs leading to the second level open onto a spacious 3 bedrooms, main with en-suite, 2 other bedrooms and stylish main bathroom.  All bedrooms have built in cupboards and the elevated position allows for cool breezes.","$430,$430,",Not provided,[424757650],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",14/90 Jutland Street
[1],$375 per week,"Superb recreational activities onsite include a fully-equipped gym, 3 BBQ areas, multi-purpose entertainment room and a 20m Lap Pool",https://www.realestate.com.au/property-apartment-qld-sherwood-424755946,Thu 04-Oct-18,"Lift Installed, Pool","<span class=""price""></span>","Ensuite:,1,Intercom,Air Conditioning",[1],"Garage Spaces:,1","$1,500",Sherwood,"Rent Central Sherwood,Ann Marie Lindeblad",RESTT Property Sales and Rentals - LOGAN CENTRAL,[1],Apartment,,One Bedroom - One Bathroom -1 Secure Car park - 1 Storage  Cage,"$375,$375,",https://www.realestate.com.au/floorplan_new.ds?id=424755946&theme=rea.rent,[424755946],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",252/20 Egmont Street
[3],Application in progress,Air-conditioned beautiful townhome,https://www.realestate.com.au/property-townhouse-qld-oxley-424762086,Fri 26-Oct-18,,"<span class=""price""></span>","Gym,Air Conditioning",[2],"Garage Spaces:,2,Balcony","$1,580",Oxley,Wistaria Mo,THEONSITEMANAGER - Hendra,[2],Townhouse,,"This neatly presented townhouse is in perfect location, happy neigborhood, safe community, a great place to call home.",,Not provided,[424762086],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",130 Jutland Street
[5],$900 Weekly,NEW WINDERMERE HOME!,https://www.realestate.com.au/property-house-qld-sinnamon+park-422329970,Available Now,,"<span class=""price""></span>","Ensuite:,1",[2],"Remote Garage,Garage Spaces:,2",,Sinnamon Park,Rentals - Centenary Real Estate,Centenary Real Estate - Jindalee,[3],House,,"Tired of paying high rent for a tired old house? Wake up in this immaculate new build in Windermere Estate; offering a beautiful combination of modern living, convenience and lifestyle. Within a stone's throw of an abundance of amenities including but not limited to Shopping Centres, public transport, bike tracks, amazing parklands, restaurants and much much more.","$900,$900,",Not provided,[422329970],"<span class=""rate""></span>",4073,"[datetime.date(2018, 9, 26)]",15 STAVELEY CLOSE
[3],$360/Wk,49/31 James Edward Street Richlands,https://www.realestate.com.au/property-townhouse-qld-richlands-422269918,Available Now,,"<span class=""price""></span>","Ensuite:,1,Toilets:,3",[2],"Remote Garage,Garage Spaces:,2",,Richlands,Richlands Rise,Australian Property Management Alliance - Mango Hill,[2],Townhouse,,Looking for a Fresh Start? ,"$360,$360,",Not provided,[422269918],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",49 / 31 James Edward Street
[3],Delightful Place $390,A great place to call home.,https://www.realestate.com.au/property-townhouse-qld-oxley-424762842,Fri 19-Oct-18,,"<span class=""price""></span>","Gym,Air Conditioning",[1],"Garage Spaces:,1","$1,560",Oxley,Wistaria Mo,THEONSITEMANAGER - Hendra,[2],Townhouse,,DON'T MISS OUT...Call for inspection TODAY.,"$390,$390,",Not provided,[424762842],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",130 Jutland Street
[3],$315 pw,Walk to Shops,https://www.realestate.com.au/property-house-qld-inala-424686294,Mon 08-Oct-18,,"<span class=""price""></span>",,[2],"Garage Spaces:,2","$1,260",Inala,Property Management Team,Professionals P J Torbey Real Estate -,[1],House,,"This home is walking distance to shops, bus and schools and features","$315,$315,",Not provided,[424686294],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",62 Rosella Street
[3],$350 per week,MODERN 3 BEDROOM TOWNHOUSE LOCATED IN RICHLANDS,https://www.realestate.com.au/property-townhouse-qld-richlands-424691226,Fri 28-Sep-18,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden","<span class=""price""></span>","Toilets:,3,Air Conditioning",[1],"Secure Parking,Garage Spaces:,1,Swimming Pool - Inground","$1,400",Richlands,Michael Cai,Raine & Horne - Onsite Sales,[3],Townhouse,,This beautiful Near new townhouse has great features including:,"$350,$350,",Not provided,[424691226],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",83 OLD PROGRESS ROAD
[3],$525 per week,Easy care lowset home and yard,https://www.realestate.com.au/property-house-qld-graceville-424694042,Wed 10-Oct-18,,"<span class=""price""></span>","Reverse-cycle Air Conditioning,Air Conditioning",[1],"Carport Spaces:,1","$2,100",Graceville,Samantha Whitton,LITTLE Real Estate - FOREST LAKE,[2],House,,This lowset home is well positioned within a short walk to Graceville train station so leave the car at home and use public transport as buses also nearby.,"$525,$525,",Not provided,[424694042],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",39 Dan Street
