car,bed,suburb,date_available,indoor_feature,title,bond,post_code,price_des,description,allowance,url,rental_yield,other_feature,property_id,price,outdoor_feature,property_type,crawl_date,floorplan,median_rent,street_address,bathroom,agent,agency 
[2],[3],Fig Tree Pocket,Available Now,"Toilets:,1,Floorboards,Air Conditioning",Well Presented Home in Ideal Location,"$1,920",4069,$480 wk,"This neat 3 bedroom home is perfect for a couple or small family. Positioned in a quiet, tree-lined cul-de-sac with a North Easterly aspect it features polished timber floors, air-conditioning in the living area & main bedroom, galley style kitchen with dishwasher, raked ceiling with exposed beams and a double garage. No Pets Please.",,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424465354,"<span class=""rate""></span>",,[424465354],480,"Secure Parking,Garage Spaces:,2,Courtyard",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",33 Fenchurch Street,[1],John Crittenden,LJ Hooker - Kenmore
,[2],Sherwood,Available Now,,SHERWOOD,"$1,420",4075,$355 per week,"- Sorry, no pets",,https://www.realestate.com.au/property-house-qld-sherwood-424533782,"<span class=""rate""></span>",0,[424533782],355,,House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",116 Park Terrace,[1],Cartwright Property Group,Cartwright Property Group - GRACEVILLE
[2],[3],Jindalee,Available Now,,Walk To The River,"$1,480",4074,$370 pw,"** NO NEED TO REGISTER FOR INSPECTIONS, PLEASE TURN UP AT ANY ADVERTISED TIME **",,https://www.realestate.com.au/property-house-qld-jindalee-424535190,"<span class=""rate""></span>",,[424535190],370,"Garage Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",55 Bareena Street,[1],Property Management Team,Professionals P J Torbey Real Estate -
[2],[3],Richlands,Fri 19-Oct-18,"Toilets:,3,Air Conditioning",$360 PW + 1 WEEK FREE!! ~ 2 Air-Con & NBN Available ~ QUIET ~ Gardening Service Free ~,"$1,440",4077,$360 + 1 Week Free!,* $360pw Available on Oct 20th.,,https://www.realestate.com.au/property-townhouse-qld-richlands-424536686,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",[424536686],"360,1","Secure Parking,Carport Spaces:,1,Garage Spaces:,1",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",26/19 Flower Place,[2],Donald Tang,Raine & Horne - Onsite Sales
[2],[4],Riverhills,Mon 05-Nov-18,,4 BEDROOM HOME WITH TWO LIVING AREAS & AIRCON,"$1,800",4074,$450 per week,This property is located in a beautiful new estate close to Middle Park School and Mt Ommaney Shopping Center. ,,https://www.realestate.com.au/property-house-qld-riverhills-424538018,"<span class=""rate""></span>",,[424538018],450,"Garage Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",3 Dray Court,[2],Guardian Wacol,Guardian Property & Asset Mgmt - Brisbane
[2],[4],Oxley,Available Now,"Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher,Air Conditioning",Rent to Own Today! Low Deposit Finance Options Available for Both First and Second Home Buyers! (Full Time Employment Required $50k+ per year),,4075,Why Rent When You Can Buy? Rent to Own Today!,"No Deposit, No Worries! ",Smokers,https://www.realestate.com.au/property-townhouse-qld-oxley-424540206,"<span class=""rate""></span>",,[424540206],,"Secure Parking,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",,[2],Charles Knight Property,Charles Knight Property - NEW FARM
[1],[4],Fig Tree Pocket,Available Now,"Living Areas:,2,Toilets:,1,Built-in Wardrobes,Dishwasher,Air Conditioning",SPACIOUS INDOOR & OUTDOOR LIVING. QUIET LEAFY POCKET.,"$2,600",4069,$650 Per Week,"This low maintenance, low set brick and tile home offering 4 bedrooms, ensuite, good sized formal and family living spilling to a large covered outdoor patio and secure rear garden is situated in a quiet leafy, riverside precinct with parkland, cycle paths and riverside walkways a short stroll away.",Pet Friendly,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424365966,"<span class=""rate""></span>",,[424365966],650,"Garage Spaces:,1,Shed",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",846 Fig Tree Pocket Rd,[2],Lesley Walsh,Walsh and Dixon Real Estate - Graceville
[1],[2],Sherwood,Available Now,"Floorboards,Broadband Internet Available,Built-in Wardrobes,Dishwasher,Air Conditioning",SHERWOOD,"$1,280",4075,$320 per week,"- Sorry, no pets",,https://www.realestate.com.au/property-unit-qld-sherwood-424342962,"<span class=""rate""></span>",0,[424342962],320,"Carport Spaces:,1,Balcony",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",3/66 Bute Street,[1],Cartwright Property Group,Cartwright Property Group - GRACEVILLE
[2],[4],Riverhills,Thu 11-Oct-18,"Toilets:,2,Air Conditioning",4 BED. 2 BATH. DBL GAR. AIR CON. WELL PRICED,"$1,580",4074,$395 per week,Ray White Centenary offers for rent this low-set rendered home in a quiet street in Riverhills. ,Pet Friendly,https://www.realestate.com.au/property-house-qld-riverhills-411600235,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",[411600235],395,"Secure Parking,Garage Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",10 Bensley Place,[2],Debbie Swales,Ray White - Centenary
[2],[3],Jamboree Heights,Available Now,,A True Suburban Gem in the Most Perfect Location,"$1,700",4074,$425 per week,The Phone Code for this property is: 67097. Please quote this number when phoning or texting.,,https://www.realestate.com.au/property-house-qld-jamboree+heights-418623702,"<span class=""rate""></span>",,[418623702],425,"Garage Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",4 Mercator Street,[2],For Rent (QLD),For Sale By Owner Australia
[1],[3],Sherwood,Available Now,Built-in Wardrobes,Conveniently located tidy townhouse in Sherwood,"$1,440",4075,$360 PW,Neat and Spacious Townhouse waiting for you!,,https://www.realestate.com.au/property-unit-qld-sherwood-424352786,"<span class=""rate""></span>",,[424352786],360,"Secure Parking,Garage Spaces:,1,Balcony,Courtyard",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",1/24 Hood Street,[1],Kimberley Cattermole,First National - Springfield
[1],[3],Riverhills,Available Now,,Bring the family,"$1,460",4074,$365 p.w.,"Family home close to all amenities. 3 bedroom brick with fresh new carpet. All bedrooms with built ins. Entertainment area overlooking fully fenced back yard, perfect for the family and pets. Call now dont miss out.",Pet Friendly,https://www.realestate.com.au/property-house-qld-riverhills-424400706,"<span class=""rate""></span>",Property Type: House Garaging / carparking: Single lock-up,[424400706],365,"Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",71 Paluna Street,[1],Harcourts South West BDM,Harcourts Centenary Suburbs - Mt Ommaney
[1],[2],Sherwood,Available Now,"Ensuite:,1,Air Conditioning","Location, Convenience and Contemporay","$1,560",4075,$375 Per Week,"This stylish two bedroom, two bathroom home is located just walking distance to the Corinda train station and local shops. This is a small boutique complex that is sure to impress with the style and a generous proportioned unit with ducted-air-conditioning and contemporary kitchen complete with Caesar-stone bench tops. ",,https://www.realestate.com.au/property-unit-qld-sherwood-418344114,"<span class=""rate""></span>","Balcony, Low maintenance",[418344114],375,"Garage Spaces:,1,Balcony",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",3/107 Jerrold Street,[2],Sharna Nixon-Smith,Arthur Conias Real Estate - Toowong
[1],[3],Mount Ommaney,Available Now,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher",First Week Rent Free then $390.00 Per Week,"$1,560",4074,$390 per week,"Located in a prime position in Mt Ommaney, walking distance to schools, shops, transport etc, this townhouse is the ideal solution for your busy lifestyle.",,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-416363749,"<span class=""rate""></span>",,[416363749],390,"Remote Garage,Garage Spaces:,1,Balcony,Courtyard,Swimming Pool - Inground",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",2/1 Abel Smith Crescent,[2],Peter Kilby,Maison Real Estate -  Mount Ommaney
[1],[3],Mount Ommaney,Available Now,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher,Split-system Air Conditioning,Reverse-cycle Air Conditioning",First Week Rent Free then $390.00 Per Week,"$1,560",4074,$390 per week,"Located in the heart of the Centenary Suburbs, this townhouse is convenient and comfortable.",,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-405713616,"<span class=""rate""></span>",,[405713616],390,"Remote Garage,Garage Spaces:,1,Balcony,Courtyard,Swimming Pool - Inground",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",3/1 Abel Smith Crescent,[2],Peter Kilby,Maison Real Estate -  Mount Ommaney
[2],[3],Graceville,Available Now,"Toilets:,2,Floorboards,Air Conditioning",Great Entertainer - Air Con - Pets,"$2,500",4075,$625.00 per week,"This charming modernised home, with genuine charm and character, is modern and very functional and has been designed for easy living. The modern family kitchen is central to the home and features loads of cupboard and drawer space and the must have dishwasher. This blends easily with the lounge and dining areas gently spilling out to the huge covered entertaining area and the rear yard is fabulous with mature trees and low maintenance landscaping gives a real sense of peaceful privacy. Great features include:",Pet Friendly,https://www.realestate.com.au/property-house-qld-graceville-422726458,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",[422726458],"625,00","Garage Spaces:,2,Balcony",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",128 Strong Avenue,[2],Renate Van Den Berg,Ray White - Holland Park
[2],[5],Chelmer,Available Now,"Ensuite:,1,Living Areas:,1,Toilets:,3,Alarm System,Floorboards,Built-in Wardrobes,Dishwasher,Air Conditioning",Imagine relaxing with this view?,"$7,200",4068,$1200 per week,Located amongst an enclave of prestigious waterfront residences this beautifully presented family home offers the perfect Chelmer lifestyle. ,,https://www.realestate.com.au/property-house-qld-chelmer-424282290,"<span class=""rate""></span>",,[424282290],1200,"Remote Garage,Garage Spaces:,2,Balcony,Deck,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",17 Sutton Street,[2],"Jaclyn Lazarou,Jonathan Najarro",Place - Graceville
[5],[3],Fig Tree Pocket,Available Now,"Ensuite:,1,Living Areas:,3,Toilets:,3,Study,Workshop,Floorboards,Built-in Wardrobes,Dishwasher,Air Conditioning",CHARMING and DELIGHTFUL - GARDENING INCLUDED,"$2,580",4069,$645 per week,A charming architect designed hideaway will make you forget that a busy life exists only minutes away. ,,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424465238,"<span class=""rate""></span>",,[424465238],645,"Remote Garage,Secure Parking,Carport Spaces:,1,Garage Spaces:,2,Open Car Spaces:,2,Balcony,Courtyard,Outdoor Entertaining Area",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",22 Mandalay St,[2],Marie Moore,HAVEN RESIDENTIAL
,[1],Chelmer,Available Now,,TRANQUIL ONE BEDROOM UNIT - FURNISHED,"$1,180",4068,$295 per week,Located in the gorgeous leafy suburb of Chelmer you will find this stunning furnished one bedroom unit. ,,https://www.realestate.com.au/property-apartment-qld-chelmer-424459058,"<span class=""rate""></span>",,[424459058],295,,Apartment,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",79c Honour Avenue,[1],Zoe Wales,Ray White Sherwood/Graceville
[2],[4],Chelmer,Available Now,"Toilets:,2,Floorboards,Built-in Wardrobes,Air Conditioning",EXECUTIVE RENOVATED HOME AVAILABLE IN CHELMER,"$2,360",4068,$590 per week,"This fantastic executive home is now available to be your new family home.  Set in Chelmer on the corner, it boasts a beautiful manicured front lawn and garden along with a fully fenced rear yard that is equally as manicured and cared for.  Inside this home, there are 4 spacious bedrooms, main with an air-conditioner and custom built-in robes.  Also, there is a new bathroom with elegant finishes and there is a 2nd separate toilet.  There are polished floors throughout the home.",Pet Friendly,https://www.realestate.com.au/property-house-qld-chelmer-419015230,"<span class=""rate""></span>",0,[419015230],590,"Open Car Spaces:,2,Shed,Fully Fenced",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",2 Oxley Road,[1],"Nicky Edwards,Raegan Owen",4069 Real Estate - KENMORE
[2],[3],Darra,Available Now,"Ensuite:,1,Living Areas:,1,Toilets:,3,Built-in Wardrobes,Split-system Air Conditioning,Air Conditioning",Modern 3 Bedroom,"$1,500",4076,$375 per week,"Recently renovated modern 3 bedroom townhouse perfect for a family or share living, located conveniently close to public transport and the shops. A short distance to the local schools. Complete with security screens on all doors and windows. 2 private car spaces available with extra parking on the street. ",,https://www.realestate.com.au/property-townhouse-qld-darra-424305390,"<span class=""rate""></span>",,[424305390],375,"Remote Garage,Secure Parking,Garage Spaces:,1,Open Car Spaces:,1,Courtyard,Shed,Fully Fenced",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",13/91 Ashridge Road,[2],Manager,SeaScapeRE
[2],[4],Chelmer,Available Now,Air Conditioning,"Dual Living (4th bed, bath + rumpus downstairs) Pet Friendly & Fenced - Double Carport + Off St - Large bedrooms - 2 Living Areas - Walk to Cafes.",,4068,$430 PETS OK,"Tenants Book Inspection 24/7. Simply ""EMAIL AGENT"", receive instant SMS and Email to book a day and time that suits you to inspect.",Pet Friendly,https://www.realestate.com.au/property-house-qld-chelmer-421710010,"<span class=""rate""></span>",,[421710010],430,"Garage Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",1 Leybourne Street,[2],Leasing Crew,Rentfresh Property Management - Fortitude Valley
[2],[3],Mount Ommaney,Available Now,"Ensuite:,1,Living Areas:,1,Toilets:,2,Gym,Built-in Wardrobes,Air Conditioning",Ready to move in now!,"$1,960",4074,$490 per week,Dont miss out on this modern 3-bedroom townhouse inside the exclusive Central Parklands community. ,,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-424301250,"<span class=""rate""></span>",,[424301250],490,"Remote Garage,Garage Spaces:,2,Deck,Courtyard,Outdoor Entertaining Area,Swimming Pool - Inground,Tennis Court",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",80 Greenway Circuit,[2],Metrocity Realty - Rental Department,Metrocity Realty - West End
[1],[3],Richlands,Available Now,"Toilets:,3,Air Conditioning",MODERN 3 BEDROOM TOWNHOUSE LOCATED IN RICHLANDS,"$1,400",4077,$340 per week,This beautiful Near new townhouse has great features including:,,https://www.realestate.com.au/property-townhouse-qld-richlands-424326366,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",[424326366],340,"Secure Parking,Garage Spaces:,1,Swimming Pool - Inground",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",83 OLD PROGRESS ROAD,[3],Michael Cai,Raine & Horne - Onsite Sales
[2],[4],Sinnamon Park,Available Now,"Ensuite:,1,Toilets:,3",Supremely Spacious & Perfectly Positioned,,4073,$600 Weekly,"This absolutely beautifully maintained family home high on the hill in Sinnamon Park is being welcome to the rental market for the very first time. With an abundance of inclusions like new ducted air conditioning throughout, new carpets, city views from the top deck, large level fully fenced yard and more - this property is truly one not to be missed!",,https://www.realestate.com.au/property-house-qld-sinnamon+park-424336414,"<span class=""rate""></span>",,[424336414],600,"Remote Garage,Garage Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",8 FOLEY PLACE,[2],Centenary Real Estate,Centenary Real Estate - Jindalee
[2],[4],Chelmer,Available Now,,Large Queenslander in Chelmer!,"$2,600",4068,$650 per week,"This large Queenslander home features 3 bulit-in bedrooms upstairs and a bathroom, plus another bedroom and bathroom downstairs. Large living area, kitchen with dishwasher and a large laundry. The backyard is great for children and backs onto a park. Huge double lock-up garage. Upstairs are polished floors with timber floors downstairs.",,https://www.realestate.com.au/property-house-qld-chelmer-405328245,"<span class=""rate""></span>",,[405328245],650,"Garage Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",69 Leybourne Street,[2],Karyl Davies,Ray White - Middle Park
[2],[3],Darra,Available Now,"Toilets:,1,Floorboards,Air Conditioning",Pet Friendly Value for Money in Darra,"$1,280",4076,$320 PW,"Tidy high-set home in good condition. Massive Fenced yard,",Pet Friendly,https://www.realestate.com.au/property-house-qld-darra-424225014,"<span class=""rate""></span>",,[424225014],320,"Garage Spaces:,2,Balcony,Fully Fenced",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",12 Southern Cross Avenue,[1],Kimberley Cattermole,First National Oxley - OXLEY
,[1],Inala,Available Now,"Living Areas:,1",1 Bedroom Granny Flat with Private Yard,$680,4077,$170 p.w.,This tidy 1 bedroom granny flat has a tiled combined kitchen & lounge area with electric cooking appliances and generous pantry space. ,,https://www.realestate.com.au/property-unit-qld-inala-424224958,"<span class=""rate""></span>","Property Type: Unit, House Property Features: Unfurnished, Smoke alarms",[424224958],170,,Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",20B Libra Street,[1],Harcourts Beyond Rentals,Harcourts Beyond - SUNNYBANK
,[3],Inala,Available Now,"Toilets:,1",Convenience at its best.,"$1,520",4077,$380 per week,This house is situated on a corner block only 200m away from Inala Shopping Centre.,,https://www.realestate.com.au/property-house-qld-inala-420883586,"<span class=""rate""></span>","Close to Schools, Close to Shops, Close to Transport",[420883586],380,,House,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=420883586&theme=rea.rent,"<span class=""price""></span>",123 Inala Ave,[1],Michelle Nguyen,Rightway Realty - Darra
[3],[3],Inala,Available Now,Built-in Wardrobes,Good size home,"$1,320",4077,$330 p/w,"This 3 bedroom home has plenty of room from kids to play in the back yard. Inside we have open plan living kitchen and lounge room, 3 good size bedroom with built- ins robes, outside laundry, ramp out the front and a water tank",,https://www.realestate.com.au/property-house-qld-inala-424038910,"<span class=""rate""></span>","close to schools,close to transport",[424038910],330,"Carport Spaces:,1,Open Car Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",97 Azalea  Street,[1],Property Management Team,Coulson Real Estate - Inala
[1],[3],Darra,Available Now,"Ensuite:,1,Toilets:,3",Convenience Plus!,,4076,$345 Weekly,This lovely townhouse located within a stones throw of all the amenities Darra has to offer is being welcomed to the rental market for the first time.,,https://www.realestate.com.au/property-house-qld-darra-424025646,"<span class=""rate""></span>",,[424025646],345,"Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",12/91 ASHRIDGE ROAD,[2],Rentals - Centenary Real Estate,Centenary Real Estate - Jindalee
[2],[3],Jindalee,Available Now,,BRILLIANT LOCATION + FRESHLY UPDATED!!,"$1,800",4074,$440 Weekly,"This property is in a great location - an easy walk to Jindalee State School,bus stops,sporting grounds and riverside park.",,https://www.realestate.com.au/property-house-qld-jindalee-404516127,"<span class=""rate""></span>",,[404516127],440,"Garage Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",28 Cobbadah Street,[2],Rentals - Centenary Real Estate,Centenary Real Estate - Jindalee
[2],[5],Mount Ommaney,Available Now,"Toilets:,4,Alarm System,Floorboards,Air Conditioning",Mount Ommaney Mansion,"$3,980",4074,$995 per week,"This unique, European-style mansion offers sophisticated interior details with generous open spaces as well enjoying sensational views of McLeod Country Golf Course.",Pet Friendly,https://www.realestate.com.au/property-house-qld-mount+ommaney-424195306,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Fireplace(s)",[424195306],995,"Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",49 Drysdale Street,[4],"Lauren Matbouly,Satvir Nassar",Brisbane Real Estate - Indooroopilly
[1],[2],Sherwood,Available Now,"Floorboards,Broadband Internet Available",SHERWOOD,"$1,160",4075,$290 per week,"- Sorry, no pets",,https://www.realestate.com.au/property-unit-qld-sherwood-424048486,"<span class=""rate""></span>",0,[424048486],290,"Carport Spaces:,1",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",4/97 Dewar Terrace,[1],Cartwright Property Group,Cartwright Property Group - GRACEVILLE
[2],[5],Graceville,Fri 12-Oct-18,"Toilets:,2,Floorboards,Air Conditioning",Amazing Family Home – Stunning Character – Pet Friendly,"$2,800",4075,$700.00 per week,"Charm and character define this traditional Queenslander. Close to the local French bakery, Patisserie and village shops this home offers lifestyle and easy family living. The features such as the stained glass doors create a gorgeous ambience and warmth which flows throughout the home. Central to the heart of the home is the lounge which effortlessly flows to the kitchen and dining area then opening through French doors to the large rear deck. With suburb views and Mt Cootha in the distance it is the perfect place to relax and catch the evening breeze. Come enjoy:",Pet Friendly,https://www.realestate.com.au/property-house-qld-graceville-423014430,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",[423014430],"700,00","Garage Spaces:,2,Balcony",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",92 Graceville Avenue,[2],Renate Van Den Berg,Ray White - Holland Park
[1],[3],Inala,Available Now,"Toilets:,2,Floorboards,Air Conditioning",Perfect family home + Pets Ok!,"$1,400",4077,$350 per week,"Offering a simple layout, this home features a large air-conditioned lounge and dining space, with the 3 bedrooms and 1 bathroom located privately down the hallway.",Pet Friendly,https://www.realestate.com.au/property-house-qld-inala-424050506,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Solarl P",[424050506],350,"Carport Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",82 Aldebaran Street,[1],Courtney Pearson,One Agency - Forest Lake
[4],[4],Fig Tree Pocket,Fri 05-Oct-18,"Toilets:,1,Air Conditioning",Single Level Home in Quiet Neighbourhood,"$3,020",4069,$755 per week,"Homeliness and warmth seeps from the pores of this property for rent in this quiet riverside enclave of Fig Tree Pocket.  #55 Botticelli really is the perfect family home with plenty of entertaining spaces, safe areas for children to play and enough room for quality ‘me time' for all family members. ",,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-418962446,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Transport, Garden, Formal Lounge, shed,  deck",[418962446],755,"Secure Parking,Garage Spaces:,2,Open Car Spaces:,2,Balcony,Swimming Pool - Inground",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",55 Botticelli Street,[2],MetroWest Rentals,Ray White Metro West
[1],[3],Sumner,Available Now,"Ensuite:,1,Built-in Wardrobes,Dishwasher,Split-system Air Conditioning",AIR CONDITIONED! BRILLIANT THREE BEDROOM TOWNHOUSE!!,"$1,500",4074,$375.00 per week,Modern 3 bedroom townhouse with character features:,,https://www.realestate.com.au/property-townhouse-qld-sumner-410983219,"<span class=""rate""></span>",,[410983219],"375,00","Remote Garage,Secure Parking,Garage Spaces:,1,Balcony,Deck",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",9/18 Stockwhip Place,[2],Wise Realty,Wise Realty
[1],[3],Richlands,Available Now,"Ensuite:,1,Toilets:,3",38/15 James Edward Street Richlands,"$1,440",4077,$360/Wk,"Newly refurbished looks and well spaced rooms, it is perfect for couples and small families!",,https://www.realestate.com.au/property-townhouse-qld-richlands-424088338,"<span class=""rate""></span>",,[424088338],360,"Remote Garage,Garage Spaces:,1",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",38/15 James Edward Street,[2],Richlands Rise,Australian Property Management Alliance - Mango Hill
[1],[4],Richlands,Available Now,"Ensuite:,1",4 bedroom home in great location close to everything,"$1,600",4077,$400 per week,If you are after a private and quiet neighbourhood this is the one for you.,Pet Friendly,https://www.realestate.com.au/property-house-qld-richlands-424071526,"<span class=""rate""></span>",,[424071526],400,"Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",8 Flower Place,[2],Denny Dao,LITTLE Real Estate - FOREST LAKE
[1],[2],Sherwood,Available Now,Air Conditioning,Modern Top Floor Apartment - Close to Everything!,"$1,580",4075,$395 per week,"Located close to everything, a true stunner!",,https://www.realestate.com.au/property-unit-qld-sherwood-424096390,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",[424096390],395,"Secure Parking,Garage Spaces:,1,Balcony",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",7/23 Hood Street,[2],Zoe Wales,Ray White Sherwood/Graceville
[1],[3],Darra,Available Now,Built-in Wardrobes,1 Weeks free Rent!!!,"$1,320",4076,$330 p.w.,"A lovely three bedroom home with character is available for you!!!  You will be greeted with a charming gated front porch ideal for an afternoon cup of tea.  Timber floating floors open up the combined Lounge and Dining.  The double glass doors from the lounge room opens onto the front porch.  This room is also air conditioned with a reverse cycle split system for those hot summer days and cooler winter months.  Alternatively, you might like to burn a couple of logs on the fireplace this winter for a cosy night in.",Pet Friendly,https://www.realestate.com.au/property-house-qld-darra-424112070,"<span class=""rate""></span>",Property Type: House Garaging / carparking: Open carport Property Features: Pets Allowed,[424112070],330,"Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",6 Popondetta Close,[1],Harcourts South West BDM,Harcourts Centenary Suburbs - Mt Ommaney
,[2],Inala,Available Now,"Built-in Wardrobes,Air Conditioning",2 bedroom as new,"$1,140",4077,$285 p/w,As in looking flat at the back of the property has 2 bedrooms.it is fully fenced and has its own yard.,,https://www.realestate.com.au/property-house-qld-inala-421546710,"<span class=""rate""></span>","modern bathroom,modern kitchen,close to schools,close to shops,close to transport",[421546710],285,,House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",19a Blackthorn Street,[1],Property Management Team,Coulson Real Estate - Inala
[2],[4],Oxley,Available Now,"Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher,Air Conditioning",Rent to Own Today! Low Deposit Finance Options Available for Both First and Second Home Buyers! (Full Time Employment Required $50k+ per year),,4075,Why Rent When You Can Buy? Rent to Own Today!,"No Deposit, No Worries! ","Pet Friendly,Smokers",https://www.realestate.com.au/property-house-qld-oxley-424172230,"<span class=""rate""></span>",,[424172230],,"Secure Parking,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",,[2],Charles Knight Property,Charles Knight Property - NEW FARM
[1],[2],Corinda,Available Now,Dishwasher,You Snooze You Loose - #CatchMeBeforeIGetRented,"$1,300",4075,$325 p.w.,"You can leave the car behind and take a short stroll to trendy Corinda Village with its cafes, Coles, medical centre,  train station and Private and State Schools with walking distance. ",,https://www.realestate.com.au/property-unit-qld-corinda-407726669,"<span class=""rate""></span>",Property Type: Unit Garaging / carparking: Single lock-up,[407726669],325,"Garage Spaces:,1",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",4/677 Oxley Road,[1],Harcourts South West BDM,Harcourts Centenary Suburbs - Mt Ommaney
