title,price,url,indoor_feature,bed,description,car,median_rent,other_feature,post_code,property_type,property_id,bond,rental_yield,crawl_date,price_des,street_address,agency,bathroom,suburb,floorplan,agent,date_available,outdoor_feature 
Modern double garage double air con.  townhouse - Excellent location,"375,375,",https://www.realestate.com.au/property-townhouse-qld-richlands-424788794,Air Conditioning,[3],Modern double garage and Double Air Conditioners town home with extra car parks.,[2],"<span class=""price""></span>",,4077,Townhouse,[424788794],"$1,500","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",375/week,10 McEwan Street,THEONSITEMANAGER - Hendra,[2],Richlands,Not provided,Angus Wang,Available Now,"Garage Spaces:,2,Swimming Pool - Inground"
Townhouse in Oxley,"$395,$395,",https://www.realestate.com.au/property-house-qld-oxley-424794358,,[3],This modern townhouse in Oxley has the following features,[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",4075,House,[424794358],"$1,580","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$395 per week,3/10 Costalot Street,Tessa Residential - NINGI,[2],Oxley,Not provided,Leasing Oxley,Tue 16-Oct-18,"Garage Spaces:,1"
SPACIOUS LUXURIOUS TOWNHOME WITH BALCONY,"$460,$460,",https://www.realestate.com.au/property-townhouse-qld-oxley-424787426,Air Conditioning,[3],EXPRESSION OF INTEREST – ,[2],"<span class=""price""></span>",,4075,Townhouse,[424787426],"$1,840","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",LUXURIOUS LIVING $460,8 Valance Street,THEONSITEMANAGER - Hendra,[2],Oxley,Not provided,Wistaria Mo,Sat 27-Oct-18,"Garage Spaces:,2,Balcony,Swimming Pool - Inground"
"Popular Villa in a top location, be quick!","$365,$365,",https://www.realestate.com.au/property-townhouse-qld-richlands-424794418,"Toilets:,2",[3],"This nearly new contemporary villa is within the prestigious commuity - Villaggio. It's conveniently situated to all the amenities: schools, supermarkets, shopping centres, bus stop and train station:",[2],"<span class=""price""></span>",,4077,Townhouse,[424794418],"$1,460","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$365 per week,149/88 littleton rd,nextrealty.com.au,[2],Richlands,Not provided,Eric Chen,Available Now,"Carport Spaces:,2"
Well-appointed Family Home!,"$510,$510,",https://www.realestate.com.au/property-house-qld-oxley-424794786,"Built-in Wardrobes,Dishwasher,Air Conditioning",[4],"Located on a level 404m2, this wonderfully designed 4 bedroom home is perfect for a growing family. ",[2],"<span class=""price""></span>",,4075,House,[424794786],"$2,040","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$510 weekly,3 Krystelle Close,Coronis - LUTWYCHE,[2],Oxley,Not provided,Jess Cleveland,Tue 02-Oct-18,"Remote Garage,Garage Spaces:,2,Fully Fenced"
Beuna Vista Townhouse,"$450,$450,",https://www.realestate.com.au/property-house-qld-sinnamon+park-424736762,"Ensuite:,1,Toilets:,3,Built-in Wardrobes",[3],"This two-storey townhouse in situated in the Buena Vista Complex close to Mt Ommaney Shopping Centre, public transport, schools and easy access to the western freeway.",[2],"<span class=""price""></span>",,4073,House,[424736762],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$450 Weekly,,Centenary Real Estate - Jindalee,[2],Sinnamon Park,Not provided,Centenary Jindalee,Fri 23-Nov-18,"Carport Spaces:,1,Garage Spaces:,1"
Close to all conviences,"$330,$330,",https://www.realestate.com.au/property-house-qld-inala-424741194,"Built-in Wardrobes,Air Conditioning",[3],"This 3 bedroom home has been freshly painted throughout, Kitchen/dining area has vinyl and new timber laminate throughout, air conditioning in the lounge to be installed soon, with ceiling fans in the 2 bedroom. Security screen doors front and back with fly screens/ security grills throughout. Fully fenced front and back yard with a single carport.",[2],"<span class=""price""></span>","close to schools,close to shops,close to transport",4077,House,[424741194],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$330pw,3 Goldfinch Street,Coulson Real Estate - Inala,[1],Inala,Not provided,Property Management Team,Available Now,"Carport Spaces:,1,Open Car Spaces:,1,Shed"
NEW WINDERMERE HOME!,"$900,$900,",https://www.realestate.com.au/property-house-qld-sinnamon+park-422329970,"Ensuite:,1",[5],"Tired of paying high rent for a tired old house? Wake up in this immaculate new build in Windermere Estate; offering a beautiful combination of modern living, convenience and lifestyle. Within a stone's throw of an abundance of amenities including but not limited to Shopping Centres, public transport, bike tracks, amazing parklands, restaurants and much much more.",[2],"<span class=""price""></span>",,4073,House,[422329970],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$900 Weekly,15 STAVELEY CLOSE,Centenary Real Estate - Jindalee,[3],Sinnamon Park,Not provided,Rentals - Centenary Real Estate,Available Now,"Remote Garage,Garage Spaces:,2"
CORINDA,"$445,$445,",https://www.realestate.com.au/property-house-qld-corinda-424740650,"Broadband Internet Available,Air Conditioning",[3],"-Sorry, no pets",[2],"<span class=""price""></span>",0,4075,House,[424740650],"$1,780","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$445 per week,5 Gosfield Street,Cartwright Property Group - GRACEVILLE,[1],Corinda,Not provided,Cartwright Property Group,Tue 16-Oct-18,"Secure Parking,Carport Spaces:,1,Garage Spaces:,1,Deck"
Large Family Home In Great Location,"$460,$460,",https://www.realestate.com.au/property-house-qld-inala-424741490,"Living Areas:,2",[4],"This beautiful double story brick home close to amenities, schools, churches and parks has the following features; ",[2],"<span class=""price""></span>",Property Type: House Floor Area: squares: 637,4077,House,[424741490],"$1,840","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$460 p.w.,147 Azaela Street,Harcourts Centenary Suburbs - Mt Ommaney,[3],Inala,Not provided,Harcourts South West BDM,Wed 10-Oct-18,"Garage Spaces:,2"
AIR CONDITIONED MAIN BEDROOM!,"$315,$315,",https://www.realestate.com.au/property-house-qld-inala-424784758,"Toilets:,1,Floorboards,Air Conditioning",[3],"This neat and tidy three bedroom home has an AIR-CONDITIONED main bedroom which is great for shift workers. The bedrooms are spacious  and 1 bedroom has a free standing robe.  The house overlooks a flat, grassy back yard. Close to schools, shops and bus services. Call  our friendly staff today to book in for an inspection!",,"<span class=""price""></span>",,4077,House,[424784758],"$1,260","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$315 per week,25 Rosella Street,Rental Domain - GOODNA,[1],Inala,Not provided,Rental Domain,Mon 08-Oct-18,
NEAR NEW TOWNHOUSE -  MINUTES FROM TRAIN AND BUSES  IN VERY QUIET COMPLEX,"$360,$360,",https://www.realestate.com.au/property-townhouse-qld-richlands-417815670,"Toilets:,3,Air Conditioning",[3],Please contact us for a viewing. ,[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, courtyard",4077,Townhouse,[417815670],"$1,440","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$360 per week,137 Progress Road,Raine & Horne - Onsite Sales,[2],Richlands,Not provided,Sharon Wendt,Mon 08-Oct-18,"Secure Parking,Garage Spaces:,1,Balcony,Swimming Pool - Inground"
READY TO MOVE IN,"$325,$325,",https://www.realestate.com.au/property-house-qld-inala-424754626,"Living Areas:,1,Toilets:,1",[3],"Sitting on a generous 678qm2 block, this property at 15 Clematis Street ",[1],"<span class=""price""></span>",,4077,House,[424754626],"$1,300","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$325 per week,15 clematics st,Southern Sky Realty - JINDALEE,[2],Inala,Not provided,Wayne Hoang,Available Now,"Garage Spaces:,1,Courtyard,Fully Fenced"
04/15 James Edward Street Richlands,"$360,$360,",https://www.realestate.com.au/property-townhouse-qld-richlands-424743598,"Ensuite:,1,Toilets:,3",[3],"Newly refurbished looks and well spaced rooms, it is perfect for couples and small families!",[2],"<span class=""price""></span>",,4077,Townhouse,[424743598],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$360/Wk,04/15 James Edward Street,Australian Property Management Alliance - Mango Hill,[2],Richlands,Not provided,Richlands Rise,Wed 10-Oct-18,"Remote Garage,Garage Spaces:,1,Open Car Spaces:,1"
IF YOUR LOOKING FOR SOMETHING NICE...,"$510,$510,",https://www.realestate.com.au/property-house-qld-sinnamon+park-405308476,,[4],"A very nice family home, high on the hill in popular Sinnamon Park. Spacious with lots of special features. Only minutes to all the amenities you could need including main bus route and only 15kms to Brisbane CBD. A must see!",[2],"<span class=""price""></span>",,4073,House,[405308476],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$510 Weekly,56 Angus Street,Centenary Real Estate - Jindalee,[2],Sinnamon Park,Not provided,Centenary Real Estate,Available Now,"Garage Spaces:,2"
Inspired Master-Planned Living,"$360,$360,",https://www.realestate.com.au/property-townhouse-qld-richlands-424749514,"Built-in Wardrobes,Dishwasher",[3],"Azure Living is pleased to present to you The Grove Edition, Richlands. A master-planned community of 3 and 4 bedroom terraces featuring an outdoor pool and entertainment area. Surrounded by subtropical landscaping and nestled within the growing Western suburb of Richlands. Spanning over two levels, this contemporary terrace home is an impeccable fusion of space and convenience.",[1],"<span class=""price""></span>",,4077,Townhouse,[424749514],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$360 per week,24/7 Giosam Street,Azure Living - QLD,[1],Richlands,Not provided,Fem Douglas,Wed 10-Oct-18,"Garage Spaces:,1,Courtyard,Fully Fenced,Swimming Pool - Inground"
"Stylish Family Home - New Paint, Carpet and Security Screens","$490,$490,",https://www.realestate.com.au/property-house-qld-sumner-410720755,,[4],"Four bedrooms, all with built-in wardrobes and ceiling fans, master with ensuite, carpeted formal lounge room, spacious kitchen with breakfast bar, ceramic cook top, stainless steel oven and dishwasher, large tiled and air condtioned dining/family room opening up to the private tiled al fresco area at rear. Low maintenance landscaped yard, fully fenced at the rear. Remote double lock up garage with internal entry. New paint and carpet and security screens to be installed.",[2],"<span class=""price""></span>",,4074,House,[410720755],"$1,960","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$490 per week,9 Copmanhurst Place,Maison Real Estate -  Mount Ommaney,[2],Sumner,Not provided,Peter Kilby,Available Now,"Garage Spaces:,2"
"3 BEDROOM, 2 BATHROOM, 1 GARAGE TOWNHOUSE IN QUIET COMPLEX","$385,$385,",https://www.realestate.com.au/property-townhouse-qld-oxley-423178134,"Toilets:,3,Alarm System,Air Conditioning",[3],Exclusive townhouse community is neat and tidy all year round and a must to inspect.,[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",4075,Townhouse,[423178134],"$1,580","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$385 per week,26/10 Chapman Place,RAAS Group,[2],Oxley,Not provided,Ethan Fei,Sat 29-Sep-18,"Secure Parking,Garage Spaces:,1"
Air Conditioned 2 Bedroom  Unit in heart of Sherwood,"$330,$330,",https://www.realestate.com.au/property-apartment-qld-sherwood-424754822,,[2],"This light, breezy, Air Conditioned Unit is in a brilliant location in the heart of Sherwood. It is walking distance from Sherwood Station, Woolies and Cafes. While on Oxley Rd, this unit is on the first floor, towards the back of the block making it a quiet home for a couple or single who wants a spacious unit with a sunny Balcony.",[1],"<span class=""price""></span>",,4075,Apartment,[424754822],"$1,320","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$330 per week,16/503 Oxley Road,ReDIY Australia,[1],Sherwood,Not provided,ReDIY Team,Available Now,"Carport Spaces:,1"
Beautiful 3 Bedroom Townhouse,"$430,$430,",https://www.realestate.com.au/property-townhouse-qld-oxley-424757650,"Toilets:,3,Air Conditioning",[3],"Tenants will enjoy an ultra-modern kitchen with stainless appliances, separate lounge and meals area.  The generously covered outdoor tiled patio and private courtyard is ideal for entertaining family and friends.  The ground floor is fully air-conditioned whilst the extra toilet and laundry downstairs provide additional convenience.  The internal polished timber stairs leading to the second level open onto a spacious 3 bedrooms, main with en-suite, 2 other bedrooms and stylish main bathroom.  All bedrooms have built in cupboards and the elevated position allows for cool breezes.",[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",4075,Townhouse,[424757650],"$1,720","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$430 per week,14/90 Jutland Street,RAAS Group,[2],Oxley,Not provided,Colleen Miles,Fri 19-Oct-18,"Secure Parking,Garage Spaces:,1,Open Car Spaces:,1,Balcony,Swimming Pool - Inground"
"Best location, specious 3 beds townhouse now ready for lease","$395,$395,",https://www.realestate.com.au/property-townhouse-qld-oxley-424754762,"Ensuite:,1,Toilets:,3,Study,Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher",[3],This property is located in a complex with convenience at its door step !!!,[2],"<span class=""price""></span>",,4075,Townhouse,[424754762],"$1,580","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$395 per week,9/100 Oakmont Avenue,nextrealty.com.au,[2],Oxley,https://www.realestate.com.au/floorplan_new.ds?id=424754762&theme=rea.rent,Patrick Leou',Fri 05-Oct-18,"Remote Garage,Secure Parking,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground"
A great place to call home.,"$390,$390,",https://www.realestate.com.au/property-townhouse-qld-oxley-424762842,"Gym,Air Conditioning",[3],DON'T MISS OUT...Call for inspection TODAY.,[1],"<span class=""price""></span>",,4075,Townhouse,[424762842],"$1,560","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",Delightful Place $390,130 Jutland Street,THEONSITEMANAGER - Hendra,[2],Oxley,Not provided,Wistaria Mo,Fri 19-Oct-18,"Garage Spaces:,1"
Air-conditioned beautiful townhome,,https://www.realestate.com.au/property-townhouse-qld-oxley-424762086,"Gym,Air Conditioning",[3],"This neatly presented townhouse is in perfect location, happy neigborhood, safe community, a great place to call home.",[2],"<span class=""price""></span>",,4075,Townhouse,[424762086],"$1,580","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",Application in progress,130 Jutland Street,THEONSITEMANAGER - Hendra,[2],Oxley,Not provided,Wistaria Mo,Fri 26-Oct-18,"Garage Spaces:,2,Balcony"
READY TO MOVE IN,"$340,$340,",https://www.realestate.com.au/property-house-qld-inala-424754834,"Living Areas:,1,Toilets:,1",[3],Rock solid home with a pool,[2],"<span class=""price""></span>",,4077,House,[424754834],"$1,360","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$340 per week,27 BOSS ROAD,Southern Sky Realty - JINDALEE,[1],Inala,Not provided,Wayne Hoang,Available Now,"Garage Spaces:,2,Courtyard,Fully Fenced,Swimming Pool - Inground"
49/31 James Edward Street Richlands,"$360,$360,",https://www.realestate.com.au/property-townhouse-qld-richlands-422269918,"Ensuite:,1,Toilets:,3",[3],Looking for a Fresh Start? ,[2],"<span class=""price""></span>",,4077,Townhouse,[422269918],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$360/Wk,49 / 31 James Edward Street,Australian Property Management Alliance - Mango Hill,[2],Richlands,Not provided,Richlands Rise,Available Now,"Remote Garage,Garage Spaces:,2"
