property_id,agency,owner_occupy,agent,agreement_age,address,total_unit,remuneration,office_hour,last_update,letting,complex_fetures,pets,description,manager_bed,multiplier,unit_feature,manager_car,look_ups,manager_bathroom,outside_agents,agreement_remaining,agreement_term,price,unit_price,title,income,office
 3882576,," 9 ,
                        ","Paul Kiehne,Paul Kiehne"," 3 years,
                        "," 
                  ,
                "," 147 ,
                        ",[187903]," 0,
                        ",Last Update:," 119 ,
                        "," Business-only with high nett returns, 	NO Managers Unit to purchase, 	No set office hours , 	Secure  22 year agreement remaining,	Majority investors and long term tenants,	Gigafy Fibre optic internet infrastructure included,	Easy to manage facilities with only 1 rooftop BBQ area ,	No pool, gym or lawns to maintain.
                       "," Yes,
                      ","RARE FIND !  Established Management Rights in a permanent let business, with no managers unit and high occupancy.,Located only metres from busy Gasworks shopping precinct in the sought after hub of Newstead  within easy walking distance to the river walkways, ferry and bus terminals. ,Purpose built to provide a point of difference to all other buildings in Newstead with large, well designed apartments without the added expense of  non-essential features such as pools, gyms or yoga lawns.  ,Tenants are attracted to the liveability of these boutique apartments with the sensible floor plans, gourmet kitchens and huge balconies. ,Management Rights features:,- Business-only with high nett returns ,- NO Managers Unit to purchase,- No set office hours ,- Secure  22 year agreement remaining ,- Majority investors and long term tenants with 99 percent Occupancy year round,- Gigafy Fibre optic internet infrastructure included,- Easy to manage facilities with only 1 rooftop BBQ area,- No pool, gym or lawns to maintain.,There is an OPTION to Lease or Purchase the  fully fitted 66 square metre Commercial Lot to use as an Office instead of the Managers allocated office ( (OA) if preferred.   Contact Paul for more details. ",0," 6.0 ,
                        "," 
                       ", 0," 0 ,
                        ",0," 19 ,
                        "," 22 years,
                        "," 25 years,
                        ",[2820000],[0],"Business Only - Established and Low Maintenance
              ",[470000]," 0,
                      "
 3859839, Raine & Horne Onsite Rights," 3 ,
                        ","Mark Fluhart,Mark Fluhart"," 18 years,
                        "," 
                  ,
                "," 31 ,
                        ",[52890]," 0,
                        ",Last Update:," 22 ,
                        "," This boutique complex of 31 apartments is within walking distance to the CBD and within the school catchment for Kelvin Grove State College or walking distance to Brisbane Grammar and Brisbane Girls Grammar. The complex is easily managed by one person part time, leaving plenty of time to relax and enjoy the many benefits of inner city living and an easy lifestyle. However, the agreement allows the manager to live off-site thus it is also an ideal opportunity for those wanting to pursue other business interests.
                       "," No,
                      ","This boutique complex of 31 apartments is within walking distance to the CBD and within the school catchment for Kelvin Grove State College or walking distance to Brisbane Grammar and Brisbane Girls Grammar. The complex is easily managed by one person part time, leaving plenty of time to relax and enjoy the many benefits of inner city living and an easy lifestyle. However, the agreement allows the manager to live off-site thus it is also an ideal opportunity for those wanting to pursue other business interests. The ground floor managers apartment offers an air conditioned open plan living/kitchen area with a delightful private garden courtyard well suited to entertaining.,The business is a well-run business with mostly all maintenance being carried out by service contractors. ,Located in Spring Hill only 5 minutes walking distance to City Hall, yet quiet and private. This complex is much sought after for accommodation by city workers. Each unit has a secure under cover car park which is highly desirable in the inner city.   The complex is an L shape with two street frontage and a central low maintenance tropical garden area where the recreation facilities are located, which includes the swimming pool, BBQ, outdoor dining and gymnasium.,With very manageable grounds and common areas, the managers body corporate duties are kept to a minimum. ",2," 4.4 ,
                        "," The ground floor managerâs apartment offers an air conditioned open plan living/ kitchen area with a delightful private garden courtyard well suited to entertaining. This attractively presented apartment is fully tiled and has been recently refurbished including an updated kitchen, fresh paintwork throughout and new window furnishings. The two bedrooms are at the rear of the apartment and both have double glass doors opening on to another spacious paved courtyard.
                       ", 2," 0 ,
                        ",2," 4 ,
                        "," 20 years,
                        "," 25 years,
                        ",[970000],[490000],"LIVE OFF-SITE WITH THE RIGHT ADDRESS Spring Hill Management Rights
              ",[108884]," 1,
                      "
 3882897, Shine Realty," 17 ,
                        ","Celine Tseng,Celine Tseng"," 14 years,
                        "," 
                  ,
                "," 43 ,
                        ",[68727]," No set office hours,
                        ",Last Update:," 22 ,
                        "," Swimming Pool, Barbecue
                       "," Yes,
                      ",,3," 4.5 ,
                        "," 
                       ", 2," 0 ,
                        ",2," 4 ,
                        "," 21 years,
                        "," 25 years,
                        ",[1277500],[670000],"CULTURAL HOTSPOT AND HIGH RENTAL DEMAND
              ",[135000]," 1,
                      "
 3883414, Next International Realty Pty Ltd," 37 ,
                        ","David Jiang,David Jiang"," 12 years,
                        "," 
                  ,
                "," 117 ,
                        ",[172676]," As per agreements,
                        ",Last Update:," 78 ,
                        "," - 20 metre lap pool- heated spa- BBQ facilities- media room- gymnasium
                       "," No,
                      ","- Perfectly located in the prestigious heart of South Brisbane, offering inner city and South Bank charm,Walking distance to South Bank Park and CBD in minutes,High quality building, the apartments have all the resort-style facilities that the corporate customer could demand, including a swimming pool, gymnasium, heated spa, media room, coin operated laundry and vending machines,Close to all the necessary amenities, only a short walk to Conference&Exhibition Centre, Museum, Gallery as well as all vibrant and distinctive award-winning dining, shopping, beauty, health&wellbeing precinct and an easy stroll to South Bank Park,- Well established and Very well run complex, all procedures documented,- Complex very popular with Guests and tenants, since so close to all the public transport this makes it ideal for the inner-city lifestyle for tenants ,- Long agreement 24 years left on a 25 years accommodation module,- Fantastic Body Corporate salary of $172,676, with annual CPI adjustment,- Body Corporate very good and supportive to work with,- Modern and spacious manager residence comprises three bedrooms, two bathrooms, lounge/dining room, kitchen, laundry, patio, a large backyard and two carparks on title,- Large reception, circular drop off bay at entrance and a large counter office with back of house allow the manager to deliver the highest level of service when checking guests in and out,- Located within the Brisbane State High School and West End State School catchment area,Come on in and reap the rewards that this fantastic offering has to offer. This is the Goldilocks complex, offering a great lifestyle and solid business. Just Right! ",3," 5.8 ,
                        "," 
                       ", 2," 0 ,
                        ",2," 2 ,
                        "," 24 years,
                        "," 25 years,
                        ",[3428000],[640000],"Big Income Permanent and Small Short Term Mix in Central South Brisbane
              ",[480037]," 1,
                      "
 3878757, Resort Brokers," 44 ,
                        ","Brent Staker,Brent Staker"," 0 years,
                        "," 
                  ,
                "," 95 ,
                        ",[118131]," ,
                        ",Last Update:," 52 ,
                        "," Two pools, two BBQs
                       "," yes,
                      ","Resort Brokers Australia is excited to offer to the market Park and River Reach. These two management rights complexes are located next door to each other with the ability to live on or off-site in the suburb of Bulimba. This is one of Brisbanes most desirable riverside locations. The growth in this area has increased significantly in the past ten years. This business suits first time and experienced operators.,• Absolutely amazing location in one Brisbane’s most desirable suburbs,• Great opportunity for further growth,• Experienced operators to assist with the transition of new purchaser,• Stunning manager’s residence,• No requirement to reside onsite,• A quality mix of one, two and three bedroom apartments,• Strong agreements/strong sinking fund amounts,• Additional outside rent roll of 12,• Simple and easy caretaking duties",3," 5.2 ,
                        "," Ground floor, spacious lounge room, large dinning space, modern kitchen, outside desk that is undercover, walk up street access with a locked gate, parkland views, own garden courtyard, built-in wardrobes, undercover carparks, secure lift access from basement area.
                       ", 2," 0 ,
                        ",2," 11 ,
                        "," 20 years,
                        "," 25 years,
                        ",[1985000],[785000],"Blue Chip Bulimba Management Rights Netting 231K | Resort Brokers ID : MR005278
              ",[231000]," 1,
                      "
 3883221, Raine & Horne Onsite Rights," 1 ,
                        ","Joanne Piercy,Joanne Piercy"," 2 years,
                        "," 
                  ,
                "," 44 ,
                        ",[49600]," None,
                        ",Last Update:," 42 ,
                        "," Remote access to car park area.Intercom system. NBN ready. Storage areas for the managers use.
                       "," Yes,
                      ","Just listed.,This extremely appealing complex that ticks all of the wish list boxes for a purchaser.,No Office hours.,No requirement to live on site.,Long term agreements.,Great tenant appeal due to the location and unit inclusions.,Easy to maintain grounds.,Well run business allowing for a smooth transition period at purchase.,Good committee relationship.,Maintenance done by a handyman.,P & L verified by an industry accountant.,Excellent standalone or add on business. ",0," 0.0 ,
                        "," No unit to buy and no requirement to live onsite.
                       ", 0," 0 ,
                        ",0," 1 ,
                        "," 23 years,
                        "," 25 years,
                        ",[710000],[0],"Business Only Mangement Rights in Prime Location
              ",[131612]," 0,
                      "
 3881971, SIRE Management Rights," 0 ,
                        ","Richard Skiba and Jessica Dong,Richard Skiba and Jessica Dong"," 9 years,
                        "," 
                  ,
                "," TBC ,
                        ",[104046]," NO,
                        ",Last Update:," TBC ,
                        "," 
                       "," No,
                      ","Managers  Residence:,- Spacious 4 bed, 2.5 bath, DLUG- Spacious Office On Title,- Living in manager currently renting out 2 rooms for $15,000 per year,- Perfect for a family to live in,Features:,- Highly stable business with secured letting pool,- Rent has been steady increase for the last 3 years,- 21 Years agreement remaining,- Perfect size to get into the industry,- Very minimal caretaking duties, one day in winter per week, 2 days in summer per week,- Highly sought after by investors,- Prime location,- Close to hospitals,- Close to prime commercial hub location,- 1 min walking distance to bus stop to the city,- Lots of parking for visitors and the manager,- Can be run by one person less than 20 hours a  week,- One and the only in southern brisbane,- Easy going committee and body corporate,-Serious seller!Take advantage of this perfect opportunity, contact The SIRE Team for an inspection NOW! ",4," 5.5 ,
                        "," - Spacious 4 bed, 2.5 bath, DLUGâ- Spacious Office On Title- Living in manager currently renting out 2 rooms for \\\\\\\\\\\$15,000 per year- Perfect for a family to live in
                       ", 0," 0 ,
                        ",2," 0 ,
                        "," 21 years,
                        "," 25 years,
                        ",Contact the Sire team,[650000],"Great Lifestyle Business
              ",[243086]," 1,
                      "
 3878514, Next International Realty Pty Ltd," 0 ,
                        ","David Jiang,David Jiang"," 0 years,
                        "," 
                  ,
                "," TBC ,
                        ",[45271]," None,
                        ",Last Update:," TBC ,
                        "," 
                       "," No,
                      ","Walk to Richlands Plaza and Woolworth in minutes, close to all the necessary amenities, dining, shopping, beauty&health and an easy stroll to Richlands Train Station,15min ride to Sunnybank Hills, 20 min to Garden City Westfield, 25 mins to South Bank Parklands,Complex very popular with renters, since ideal location and good rental,Body Corporate very good and supportive to work with,Very well run business, all procedures documented,Well presented complex and low caretaker workload,No requirement to reside onsite and no set office hours,Long agreement, still 23 years left on agreement,Good Remuneration $45,271 with annual adjustment of at least 3%,Spacious manager unit - three bedrooms, two bathrooms, one garage and attached on title office ,Simply, Neat and Tidy! Come and take a look we are sure you will be impressed!! ",3," 4.9 ,
                        "," 
                       ", 2," 0 ,
                        ",2," 0 ,
                        "," 23 years,
                        "," 25 years,
                        ",[899000],[375000],"Simple and Easy!
              ",[105077]," 1,
                      "
total_unit,multiplier,remuneration,income,agent,price,letting,manager_bathroom,pets,unit_feature,address,office_hour,description,manager_car,agreement_remaining,agreement_term,title,agency,office,manager_bed,unit_price,owner_occupy,property_id,complex_fetures,look_ups,agreement_age,last_update,outside_agents
" 147 ,
                        "," 6.0 ,
                        ",[187903],[470000],"Paul Kiehne,Paul Kiehne",[2820000],119,0," Yes,
                      "," 
                       "," 
                  ,
                "," 0,
                        ","RARE FIND !  Established Management Rights in a permanent let business, with no managers unit and high occupancy.,Located only metres from busy Gasworks shopping precinct in the sought after hub of Newstead  within easy walking distance to the river walkways, ferry and bus terminals. ,Purpose built to provide a point of difference to all other buildings in Newstead with large, well designed apartments without the added expense of  non-essential features such as pools, gyms or yoga lawns.  ,Tenants are attracted to the liveability of these boutique apartments with the sensible floor plans, gourmet kitchens and huge balconies. ,Management Rights features:,- Business-only with high nett returns ,- NO Managers Unit to purchase,- No set office hours ,- Secure  22 year agreement remaining ,- Majority investors and long term tenants with 99 percent Occupancy year round,- Gigafy Fibre optic internet infrastructure included,- Easy to manage facilities with only 1 rooftop BBQ area,- No pool, gym or lawns to maintain.,There is an OPTION to Lease or Purchase the  fully fitted 66 square metre Commercial Lot to use as an Office instead of the Managers allocated office ( (OA) if preferred.   Contact Paul for more details. ", 0," 22 years,
                        "," 25 years,
                        ","Business Only - Established and Low Maintenance
              ",," 0,
                      ",0,[0]," 9 ,
                        ", 3882576," Business-only with high nett returns, 	NO Managers Unit to purchase, 	No set office hours , 	Secure  22 year agreement remaining,	Majority investors and long term tenants,	Gigafy Fibre optic internet infrastructure included,	Easy to manage facilities with only 1 rooftop BBQ area ,	No pool, gym or lawns to maintain.
                       "," 0 ,
                        "," 3 years,
                        ",Last Update:," 19 ,
                        "
" 43 ,
                        "," 4.5 ,
                        ",[68727],[135000],"Celine Tseng,Celine Tseng",[1277500],22,2," Yes,
                      "," 
                       "," 
                  ,
                "," No set office hours,
                        ",, 2," 21 years,
                        "," 25 years,
                        ","CULTURAL HOTSPOT AND HIGH RENTAL DEMAND
              ", Shine Realty," 1,
                      ",3,[670000]," 17 ,
                        ", 3882897," Swimming Pool, Barbecue
                       "," 0 ,
                        "," 14 years,
                        ",Last Update:," 4 ,
                        "
" 117 ,
                        "," 5.8 ,
                        ",[172676],[480037],"David Jiang,David Jiang",[3428000],78,2," No,
                      "," 
                       "," 
                  ,
                "," As per agreements,
                        ","- Perfectly located in the prestigious heart of South Brisbane, offering inner city and South Bank charm,Walking distance to South Bank Park and CBD in minutes,High quality building, the apartments have all the resort-style facilities that the corporate customer could demand, including a swimming pool, gymnasium, heated spa, media room, coin operated laundry and vending machines,Close to all the necessary amenities, only a short walk to Conference&Exhibition Centre, Museum, Gallery as well as all vibrant and distinctive award-winning dining, shopping, beauty, health&wellbeing precinct and an easy stroll to South Bank Park,- Well established and Very well run complex, all procedures documented,- Complex very popular with Guests and tenants, since so close to all the public transport this makes it ideal for the inner-city lifestyle for tenants ,- Long agreement 24 years left on a 25 years accommodation module,- Fantastic Body Corporate salary of $172,676, with annual CPI adjustment,- Body Corporate very good and supportive to work with,- Modern and spacious manager residence comprises three bedrooms, two bathrooms, lounge/dining room, kitchen, laundry, patio, a large backyard and two carparks on title,- Large reception, circular drop off bay at entrance and a large counter office with back of house allow the manager to deliver the highest level of service when checking guests in and out,- Located within the Brisbane State High School and West End State School catchment area,Come on in and reap the rewards that this fantastic offering has to offer. This is the Goldilocks complex, offering a great lifestyle and solid business. Just Right! ", 2," 24 years,
                        "," 25 years,
                        ","Big Income Permanent and Small Short Term Mix in Central South Brisbane
              ", Next International Realty Pty Ltd," 1,
                      ",3,[640000]," 37 ,
                        ", 3883414," - 20 metre lap pool- heated spa- BBQ facilities- media room- gymnasium
                       "," 0 ,
                        "," 12 years,
                        ",Last Update:," 2 ,
                        "
" TBC ,
                        "," 5.5 ,
                        ",[104046],[243086],"Richard Skiba and Jessica Dong,Richard Skiba and Jessica Dong",Contact the Sire team,,2," No,
                      "," - Spacious 4 bed, 2.5 bath, DLUGâ- Spacious Office On Title- Living in manager currently renting out 2 rooms for \\\\\\\\\\\$15,000 per year- Perfect for a family to live in
                       "," 
                  ,
                "," NO,
                        ","Managers  Residence:,- Spacious 4 bed, 2.5 bath, DLUG- Spacious Office On Title,- Living in manager currently renting out 2 rooms for $15,000 per year,- Perfect for a family to live in,Features:,- Highly stable business with secured letting pool,- Rent has been steady increase for the last 3 years,- 21 Years agreement remaining,- Perfect size to get into the industry,- Very minimal caretaking duties, one day in winter per week, 2 days in summer per week,- Highly sought after by investors,- Prime location,- Close to hospitals,- Close to prime commercial hub location,- 1 min walking distance to bus stop to the city,- Lots of parking for visitors and the manager,- Can be run by one person less than 20 hours a  week,- One and the only in southern brisbane,- Easy going committee and body corporate,-Serious seller!Take advantage of this perfect opportunity, contact The SIRE Team for an inspection NOW! ", 0," 21 years,
                        "," 25 years,
                        ","Great Lifestyle Business
              ", SIRE Management Rights," 1,
                      ",4,[650000]," 0 ,
                        ", 3881971," 
                       "," 0 ,
                        "," 9 years,
                        ",Last Update:," 0 ,
                        "
" 31 ,
                        "," 4.4 ,
                        ",[52890],[108884],"Mark Fluhart,Mark Fluhart",[970000],22,2," No,
                      "," The ground floor managerâs apartment offers an air conditioned open plan living/ kitchen area with a delightful private garden courtyard well suited to entertaining. This attractively presented apartment is fully tiled and has been recently refurbished including an updated kitchen, fresh paintwork throughout and new window furnishings. The two bedrooms are at the rear of the apartment and both have double glass doors opening on to another spacious paved courtyard.
                       "," 
                  ,
                "," 0,
                        ","This boutique complex of 31 apartments is within walking distance to the CBD and within the school catchment for Kelvin Grove State College or walking distance to Brisbane Grammar and Brisbane Girls Grammar. The complex is easily managed by one person part time, leaving plenty of time to relax and enjoy the many benefits of inner city living and an easy lifestyle. However, the agreement allows the manager to live off-site thus it is also an ideal opportunity for those wanting to pursue other business interests. The ground floor managers apartment offers an air conditioned open plan living/kitchen area with a delightful private garden courtyard well suited to entertaining.,The business is a well-run business with mostly all maintenance being carried out by service contractors. ,Located in Spring Hill only 5 minutes walking distance to City Hall, yet quiet and private. This complex is much sought after for accommodation by city workers. Each unit has a secure under cover car park which is highly desirable in the inner city.   The complex is an L shape with two street frontage and a central low maintenance tropical garden area where the recreation facilities are located, which includes the swimming pool, BBQ, outdoor dining and gymnasium.,With very manageable grounds and common areas, the managers body corporate duties are kept to a minimum. ", 2," 20 years,
                        "," 25 years,
                        ","LIVE OFF-SITE WITH THE RIGHT ADDRESS Spring Hill Management Rights
              ", Raine & Horne Onsite Rights," 1,
                      ",2,[490000]," 3 ,
                        ", 3859839," This boutique complex of 31 apartments is within walking distance to the CBD and within the school catchment for Kelvin Grove State College or walking distance to Brisbane Grammar and Brisbane Girls Grammar. The complex is easily managed by one person part time, leaving plenty of time to relax and enjoy the many benefits of inner city living and an easy lifestyle. However, the agreement allows the manager to live off-site thus it is also an ideal opportunity for those wanting to pursue other business interests.
                       "," 0 ,
                        "," 18 years,
                        ",Last Update:," 4 ,
                        "
" 95 ,
                        "," 5.2 ,
                        ",[118131],[231000],"Brent Staker,Brent Staker",[1985000],52,2," yes,
                      "," Ground floor, spacious lounge room, large dinning space, modern kitchen, outside desk that is undercover, walk up street access with a locked gate, parkland views, own garden courtyard, built-in wardrobes, undercover carparks, secure lift access from basement area.
                       "," 
                  ,
                "," ,
                        ","Resort Brokers Australia is excited to offer to the market Park and River Reach. These two management rights complexes are located next door to each other with the ability to live on or off-site in the suburb of Bulimba. This is one of Brisbanes most desirable riverside locations. The growth in this area has increased significantly in the past ten years. This business suits first time and experienced operators.,• Absolutely amazing location in one Brisbane’s most desirable suburbs,• Great opportunity for further growth,• Experienced operators to assist with the transition of new purchaser,• Stunning manager’s residence,• No requirement to reside onsite,• A quality mix of one, two and three bedroom apartments,• Strong agreements/strong sinking fund amounts,• Additional outside rent roll of 12,• Simple and easy caretaking duties", 2," 20 years,
                        "," 25 years,
                        ","Blue Chip Bulimba Management Rights Netting 231K | Resort Brokers ID : MR005278
              ", Resort Brokers," 1,
                      ",3,[785000]," 44 ,
                        ", 3878757," Two pools, two BBQs
                       "," 0 ,
                        "," 0 years,
                        ",Last Update:," 11 ,
                        "
" 44 ,
                        "," 0.0 ,
                        ",[49600],[131612],"Joanne Piercy,Joanne Piercy",[710000],42,0," Yes,
                      "," No unit to buy and no requirement to live onsite.
                       "," 
                  ,
                "," None,
                        ","Just listed.,This extremely appealing complex that ticks all of the wish list boxes for a purchaser.,No Office hours.,No requirement to live on site.,Long term agreements.,Great tenant appeal due to the location and unit inclusions.,Easy to maintain grounds.,Well run business allowing for a smooth transition period at purchase.,Good committee relationship.,Maintenance done by a handyman.,P & L verified by an industry accountant.,Excellent standalone or add on business. ", 0," 23 years,
                        "," 25 years,
                        ","Business Only Mangement Rights in Prime Location
              ", Raine & Horne Onsite Rights," 0,
                      ",0,[0]," 1 ,
                        ", 3883221," Remote access to car park area.Intercom system. NBN ready. Storage areas for the managers use.
                       "," 0 ,
                        "," 2 years,
                        ",Last Update:," 1 ,
                        "
" TBC ,
                        "," 4.9 ,
                        ",[45271],[105077],"David Jiang,David Jiang",[899000],,2," No,
                      "," 
                       "," 
                  ,
                "," None,
                        ","Walk to Richlands Plaza and Woolworth in minutes, close to all the necessary amenities, dining, shopping, beauty&health and an easy stroll to Richlands Train Station,15min ride to Sunnybank Hills, 20 min to Garden City Westfield, 25 mins to South Bank Parklands,Complex very popular with renters, since ideal location and good rental,Body Corporate very good and supportive to work with,Very well run business, all procedures documented,Well presented complex and low caretaker workload,No requirement to reside onsite and no set office hours,Long agreement, still 23 years left on agreement,Good Remuneration $45,271 with annual adjustment of at least 3%,Spacious manager unit - three bedrooms, two bathrooms, one garage and attached on title office ,Simply, Neat and Tidy! Come and take a look we are sure you will be impressed!! ", 2," 23 years,
                        "," 25 years,
                        ","Simple and Easy!
              ", Next International Realty Pty Ltd," 1,
                      ",3,[375000]," 0 ,
                        ", 3878514," 
                       "," 0 ,
                        "," 0 years,
                        ",Last Update:," 0 ,
                        "
agreement_age,remuneration,office,manager_bathroom,price,description,unit_price,property_id,pets,outside_agents,multiplier,total_unit,owner_occupy,agreement_term,manager_car,agency,unit_feature,title,last_update,manager_bed,agreement_remaining,look_ups,letting,office_hour,agent,income,address,complex_fetures
" 3 years,
                        ",[187903]," 0,
                      ",0,[2820000],"RARE FIND !  Established Management Rights in a permanent let business, with no managers unit and high occupancy.,Located only metres from busy Gasworks shopping precinct in the sought after hub of Newstead  within easy walking distance to the river walkways, ferry and bus terminals. ,Purpose built to provide a point of difference to all other buildings in Newstead with large, well designed apartments without the added expense of  non-essential features such as pools, gyms or yoga lawns.  ,Tenants are attracted to the liveability of these boutique apartments with the sensible floor plans, gourmet kitchens and huge balconies. ,Management Rights features:,- Business-only with high nett returns ,- NO Managers Unit to purchase,- No set office hours ,- Secure  22 year agreement remaining ,- Majority investors and long term tenants with 99 percent Occupancy year round,- Gigafy Fibre optic internet infrastructure included,- Easy to manage facilities with only 1 rooftop BBQ area,- No pool, gym or lawns to maintain.,There is an OPTION to Lease or Purchase the  fully fitted 66 square metre Commercial Lot to use as an Office instead of the Managers allocated office ( (OA) if preferred.   Contact Paul for more details. ",[0], 3882576," Yes,
                      "," 19 ,
                        "," 6.0 ,
                        "," 147 ,
                        ",9," 25 years,
                        ", 0,," 
                       ","Business Only - Established and Low Maintenance
              ",Last Update:,0," 22 years,
                        ",0,119," 0,
                        ","Paul Kiehne,Paul Kiehne",[470000]," 
                  ,
                "," Business-only with high nett returns, 	NO Managers Unit to purchase, 	No set office hours , 	Secure  22 year agreement remaining,	Majority investors and long term tenants,	Gigafy Fibre optic internet infrastructure included,	Easy to manage facilities with only 1 rooftop BBQ area ,	No pool, gym or lawns to maintain.
                       "
" 0 years,
                        ",[45271]," 1,
                      ",2,[899000],"Walk to Richlands Plaza and Woolworth in minutes, close to all the necessary amenities, dining, shopping, beauty&health and an easy stroll to Richlands Train Station,15min ride to Sunnybank Hills, 20 min to Garden City Westfield, 25 mins to South Bank Parklands,Complex very popular with renters, since ideal location and good rental,Body Corporate very good and supportive to work with,Very well run business, all procedures documented,Well presented complex and low caretaker workload,No requirement to reside onsite and no set office hours,Long agreement, still 23 years left on agreement,Good Remuneration $45,271 with annual adjustment of at least 3%,Spacious manager unit - three bedrooms, two bathrooms, one garage and attached on title office ,Simply, Neat and Tidy! Come and take a look we are sure you will be impressed!! ",[375000], 3878514," No,
                      "," 0 ,
                        "," 4.9 ,
                        "," TBC ,
                        ",0," 25 years,
                        ", 2, Next International Realty Pty Ltd," 
                       ","Simple and Easy!
              ",Last Update:,3," 23 years,
                        ",0,," None,
                        ","David Jiang,David Jiang",[105077]," 
                  ,
                "," 
                       "
" 0 years,
                        ",[118131]," 1,
                      ",2,[1985000],"Resort Brokers Australia is excited to offer to the market Park and River Reach. These two management rights complexes are located next door to each other with the ability to live on or off-site in the suburb of Bulimba. This is one of Brisbanes most desirable riverside locations. The growth in this area has increased significantly in the past ten years. This business suits first time and experienced operators.,• Absolutely amazing location in one Brisbane’s most desirable suburbs,• Great opportunity for further growth,• Experienced operators to assist with the transition of new purchaser,• Stunning manager’s residence,• No requirement to reside onsite,• A quality mix of one, two and three bedroom apartments,• Strong agreements/strong sinking fund amounts,• Additional outside rent roll of 12,• Simple and easy caretaking duties",[785000], 3878757," yes,
                      "," 11 ,
                        "," 5.2 ,
                        "," 95 ,
                        ",44," 25 years,
                        ", 2, Resort Brokers," Ground floor, spacious lounge room, large dinning space, modern kitchen, outside desk that is undercover, walk up street access with a locked gate, parkland views, own garden courtyard, built-in wardrobes, undercover carparks, secure lift access from basement area.
                       ","Blue Chip Bulimba Management Rights Netting 231K | Resort Brokers ID : MR005278
              ",Last Update:,3," 20 years,
                        ",0,52," ,
                        ","Brent Staker,Brent Staker",[231000]," 
                  ,
                "," Two pools, two BBQs
                       "
" 2 years,
                        ",[49600]," 0,
                      ",0,[710000],"Just listed.,This extremely appealing complex that ticks all of the wish list boxes for a purchaser.,No Office hours.,No requirement to live on site.,Long term agreements.,Great tenant appeal due to the location and unit inclusions.,Easy to maintain grounds.,Well run business allowing for a smooth transition period at purchase.,Good committee relationship.,Maintenance done by a handyman.,P & L verified by an industry accountant.,Excellent standalone or add on business. ",[0], 3883221," Yes,
                      "," 1 ,
                        "," 0.0 ,
                        "," 44 ,
                        ",1," 25 years,
                        ", 0, Raine & Horne Onsite Rights," No unit to buy and no requirement to live onsite.
                       ","Business Only Mangement Rights in Prime Location
              ",Last Update:,0," 23 years,
                        ",0,42," None,
                        ","Joanne Piercy,Joanne Piercy",[131612]," 
                  ,
                "," Remote access to car park area.Intercom system. NBN ready. Storage areas for the managers use.
                       "
" 14 years,
                        ",[68727]," 1,
                      ",2,[1277500],,[670000], 3882897," Yes,
                      "," 4 ,
                        "," 4.5 ,
                        "," 43 ,
                        ",17," 25 years,
                        ", 2, Shine Realty," 
                       ","CULTURAL HOTSPOT AND HIGH RENTAL DEMAND
              ",Last Update:,3," 21 years,
                        ",0,22," No set office hours,
                        ","Celine Tseng,Celine Tseng",[135000]," 
                  ,
                "," Swimming Pool, Barbecue
                       "
" 9 years,
                        ",[104046]," 1,
                      ",2,Contact the Sire team,"Managers  Residence:,- Spacious 4 bed, 2.5 bath, DLUG- Spacious Office On Title,- Living in manager currently renting out 2 rooms for $15,000 per year,- Perfect for a family to live in,Features:,- Highly stable business with secured letting pool,- Rent has been steady increase for the last 3 years,- 21 Years agreement remaining,- Perfect size to get into the industry,- Very minimal caretaking duties, one day in winter per week, 2 days in summer per week,- Highly sought after by investors,- Prime location,- Close to hospitals,- Close to prime commercial hub location,- 1 min walking distance to bus stop to the city,- Lots of parking for visitors and the manager,- Can be run by one person less than 20 hours a  week,- One and the only in southern brisbane,- Easy going committee and body corporate,-Serious seller!Take advantage of this perfect opportunity, contact The SIRE Team for an inspection NOW! ",[650000], 3881971," No,
                      "," 0 ,
                        "," 5.5 ,
                        "," TBC ,
                        ",0," 25 years,
                        ", 0, SIRE Management Rights," - Spacious 4 bed, 2.5 bath, DLUGâ- Spacious Office On Title- Living in manager currently renting out 2 rooms for \\\\\\\\\\\$15,000 per year- Perfect for a family to live in
                       ","Great Lifestyle Business
              ",Last Update:,4," 21 years,
                        ",0,," NO,
                        ","Richard Skiba and Jessica Dong,Richard Skiba and Jessica Dong",[243086]," 
                  ,
                "," 
                       "
